strain	cluster	location	date
USA/WA-CDC-UW21071427715/2021	1391	North_King_County	2021-07-14
USA/WA-CDC-UW21071957832/2021	1392	North_King_County	2021-07-19
USA/WA-CDC-UW21072077420/2021	1392	North_King_County	2021-07-20
USA/WA-CDC-UW21072096106/2021	1393	North_King_County	2021-07-20
USA/WA-CDC-UW21071537600/2021	1394	North_King_County	2021-07-15
USA/WA-PHL-001580/2021	1395	North_King_County	2021-07-19
USA/WA-CDC-UW21071446526/2021	1396	North_King_County	2021-07-14
USA/WA-UW-21061659255/2021	1397	North_King_County	2021-06-16
USA/WA-CDC-UW21042769157/2021	1398	North_King_County	2021-04-27
USA/WA-Altius-ALTCOV-7P2RZZ4FLOJD2VDT/2021	1399	South_King_County	2021-06-03
USA/WA-Altius-ALTCOV-7W4ELMUZKFXU3RBB/2021	1399	South_King_County	2021-06-04
USA/WA-Altius-ALTCOV-E5AKVZBOG2KKDOAB/2021	1399	South_King_County	2021-06-04
USA/WA-S9371/2021	1399	South_King_County	2021-06-03
USA/WA-S8785/2021	1399	South_King_County	2021-05-28
USA/WA-S8788/2021	1399	South_King_County	2021-05-28
USA/WA-CDC-UW21061407517/2021	1399	South_King_County	2021-06-14
USA/WA-CDC-UW21061466850/2021	1399	South_King_County	2021-06-14
USA/WA-CDC-LC0068353/2021	1399	South_King_County	2021-05-29
USA/WA-S9175/2021	1399	South_King_County	2021-06-11
USA/WA-CDC-UW21060570790/2021	1399	South_King_County	2021-06-05
USA/WA-CDC-UW21061013746/2021	1399	South_King_County	2021-06-10
USA/WA-CDC-UW21060744732/2021	1399	South_King_County	2021-06-07
USA/WA-S6386/2021	1400	South_King_County	2021-04-07
USA/WA-CDC-UW21053154050/2021	1401	North_King_County	2021-05-31
USA/WA-UW-21041939623/2021	1402	North_King_County	2021-04-19
USA/WA-S6954/2021	1403	South_King_County	2021-04-12
USA/WA-Altius-ALTCOV-XNP4CBQHYV3WEGBR/2021	1404	South_King_County	2021-04-16
USA/WA-UW-21042202564/2021	1405	South_King_County	2021-04-22
USA/WA-S8424/2021	1406	South_King_County	2021-05-13
USA/WA-S8452/2021	1406	South_King_County	2021-05-17
USA/WA-S8426/2021	1406	South_King_County	2021-05-14
USA/WA-CDC-UW21051791327/2021	1407	North_King_County	2021-05-17
USA/WA-S9472/2021	1407	South_King_County	2021-05-29
USA/WA-S8500/2021	1409	South_King_County	2021-05-23
USA/WA-Altius-ALTCOV-ACDT73AXHKORAWGJ/2021	1410	South_King_County	2021-04-14
USA/WA-Altius-ALTCOV-WV2CL4OFMNHHFITK/2021	1411	South_King_County	2021-04-16
USA/WA-S8465/2021	1412	South_King_County	2021-05-18
USA/WA-S8256/2021	1412	South_King_County	2021-05-05
USA/WA-S10399/2021	1413	North_King_County	2021-04-23
USA/WA-PHL-000538/2021	1414	North_King_County	2021-04-21
USA/WA-UW-21042779672/2021	1414	North_King_County	2021-04-27
USA/WA-UW-21042247737/2021	1414	South_King_County	2021-04-22
USA/WA-UW-21042898383/2021	1414	South_King_County	2021-04-28
USA/WA-CDC-UW21052743209/2021	1414	North_King_County	2021-05-27
USA/WA-UW-21060822710/2021	1414	North_King_County	2021-06-08
USA/WA-Altius-ALTCOV-MYV7WZ76MNXOVSAM/2021	1414	South_King_County	2021-05-04
USA/WA-Altius-ALTCOV-AKXZYKDAEC4W5LFM/2021	1415	South_King_County	2021-05-06
USA/WA-S8597/2021	1416	South_King_County	2021-05-19
USA/WA-Altius-ALTCOV-N7XJSLYAHS6DKRV2/2021	1416	South_King_County	2021-05-17
USA/WA-CDC-UW21062150351/2021	1417	South_King_County	2021-06-21
USA/WA-CDC-UW21061449003/2021	1418	North_King_County	2021-06-14
USA/WA-UW-21060930078/2021	1419	North_King_County	2021-06-09
USA/WA-CDC-UW21061416203/2021	1420	South_King_County	2021-06-14
USA/WA-Altius-ALTCOV-BEQRS2ML7ZX3EQWJ/2021	1421	South_King_County	2021-07-09
USA/WA-Altius-ALTCOV-MVD3RVSMRI4745DJ/2021	1421	South_King_County	2021-06-30
USA/WA-CDC-UW21061252483/2021	1421	South_King_County	2021-06-12
USA/WA-S2728/2020	1422	North_King_County	2020-07-08
USA/WA-S2724/2020	1422	North_King_County	2020-07-04
USA/WA-CDC-UW22030161746/2022	1423	North_King_County	2022-03-01
USA/WA-CDC-UW22030214877/2022	1424	North_King_County	2022-03-02
USA/WA-CDC-UW22030572755/2022	1424	North_King_County	2022-03-05
USA/WA-CDC-UW22022865732/2022	1425	North_King_County	2022-02-28
USA/WA-CDC-UW22022638336/2022	1425	North_King_County	2022-02-26
