strain	cluster	location	date
USA/WA-S5007/2020	737	South_King_County	2020-11-03
USA/WA-S3801/2020	738	South_King_County	2020-12-29
USA/WA-UW-61768/2021	739	South_King_County	2021-02-16
USA/WA-S4485/2021	740	South_King_County	2021-01-21
USA/WA-UW-58995/2021	741	North_King_County	2021-01-28
USA/WA-S4363/2021	742	South_King_County	2021-01-23
USA/WA-S3785/2020	743	North_King_County	2020-12-12
USA/WA-CDC-LC00000716/2020	744	North_King_County	2020-12-23
USA/WA-S3988/2021	745	South_King_County	2021-01-11
USA/WA-S4966/2021	746	South_King_County	2021-02-05
USA/WA-S4660/2021	747	South_King_County	2021-01-25
USA/WA-S4356/2021	748	South_King_County	2021-01-29
USA/WA-UW-60936/2021	748	North_King_County	2021-02-02
USA/WA-S3963/2021	749	South_King_County	2021-01-11
USA/WA-S4604/2021	750	South_King_County	2021-01-25
USA/WA-UW-46905/2020	751	North_King_County	2020-12-07
USA/WA-S3661/2021	752	South_King_County	2021-01-09
USA/WA-UW-67459/2021	753	North_King_County	2021-03-17
USA/WA-UW-69302/2021	753	North_King_County	2021-03-26
USA/WA-S4883/2021	754	South_King_County	2021-02-10
USA/WA-UW-67835/2021	754	South_King_County	2021-03-20
USA/WA-S5564/2021	755	South_King_County	2021-03-02
USA/WA-S6024/2021	756	South_King_County	2021-03-26
USA/WA-UW-20123069871/2020	757	South_King_County	2020-12-30
USA/WA-UW-66423/2021	758	North_King_County	2021-03-05
USA/WA-UW-61175/2021	759	North_King_County	2021-02-06
USA/WA-UW-2021033102840/2021	760	North_King_County	2021-03-31
USA/WA-UW-47337/2020	761	North_King_County	2020-12-12
USA/WA-S4178/2021	762	North_King_County	2021-01-22
USA/WA-S4384/2021	762	North_King_County	2021-01-31
USA/WA-S3471/2020	763	South_King_County	2020-11-28
USA/WA-S3499/2020	763	South_King_County	2020-11-28
USA/WA-S3485/2020	763	South_King_County	2020-11-28
USA/WA-S3484/2020	763	South_King_County	2020-11-28
USA/WA-S3745/2020	764	South_King_County	2020-12-23
USA/WA-S3654/2021	765	North_King_County	2021-01-16
USA/WA-UW-60291/2021	766	North_King_County	2021-01-29
USA/WA-S4690/2020	767	North_King_County	2020-11-12
USA/WA-S3526/2020	768	South_King_County	2020-12-04
USA/WA-S4123/2020	769	South_King_County	2020-11-18
USA/WA-S4122/2020	769	South_King_County	2020-11-18
USA/WA-S4974/2021	770	South_King_County	2021-02-05
USA/WA-S5178/2021	771	South_King_County	2021-02-19
USA/WA-UW-58990/2021	772	North_King_County	2021-01-28
USA/WA-UW-62746/2021	774	South_King_County	2021-02-04
USA/WA-S4962/2021	774	South_King_County	2021-02-04
USA/WA-UW-64883/2021	775	North_King_County	2021-02-23
USA/WA-UW-45122/2020	776	North_King_County	2020-12-08
USA/WA-UW-45052/2020	776	South_King_County	2020-12-08
USA/WA-UW-62733/2021	777	North_King_County	2021-02-06
USA/WA-UW-60281/2021	777	North_King_County	2021-01-29
USA/WA-UW-58967/2021	777	North_King_County	2021-02-01
USA/WA-UW-62732/2021	777	North_King_County	2021-02-06
USA/WA-S4491/2021	778	South_King_County	2021-01-21
USA/WA-S4610/2021	778	South_King_County	2021-01-25
USA/WA-S4589/2021	779	South_King_County	2021-01-26
USA/WA-UW-62687/2021	779	South_King_County	2021-02-09
USA/WA-UW-62674/2021	780	South_King_County	2021-02-11
USA/WA-S3496/2020	781	South_King_County	2020-12-02
USA/WA-S3305/2020	782	North_King_County	2020-11-14
USA/WA-S5472/2021	783	South_King_County	2021-02-23
USA/WA-S3486/2020	784	South_King_County	2020-11-27
USA/WA-S5169/2021	785	South_King_County	2021-02-20
USA/WA-UW-60724/2021	786	South_King_County	2021-01-30
USA/WA-S5118/2021	787	North_King_County	2021-02-18
USA/WA-S5117/2021	787	North_King_County	2021-02-18
USA/WA-UW-61622/2021	788	South_King_County	2021-02-17
USA/WA-S3401/2020	789	North_King_County	2020-12-02
USA/WA-UW-61177/2021	790	South_King_County	2021-02-05
USA/WA-S3964/2021	791	South_King_County	2021-01-11
USA/WA-UW-64830/2021	792	North_King_County	2021-02-23
USA/WA-S3946/2021	793	South_King_County	2021-01-09
USA/WA-S3709/2021	794	South_King_County	2021-01-09
USA/WA-S3927/2021	794	South_King_County	2021-01-09
USA/WA-S4219/2021	795	South_King_County	2021-01-18
USA/WA-S4495/2021	796	South_King_County	2021-01-21
USA/WA-S3911/2021	797	South_King_County	2021-01-07
USA/WA-S7441/2021	798	South_King_County	2021-04-22
USA/WA-UW-2021041074046/2021	798	North_King_County	2021-04-10
USA/WA-UW-68678/2021	798	North_King_County	2021-03-26
USA/WA-UW-69315/2021	798	North_King_County	2021-03-26
USA/WA-UW-2021040304454/2021	799	South_King_County	2021-04-03
USA/WA-S7165/2021	800	North_King_County	2021-03-22
USA/WA-UW-60950/2021	801	North_King_County	2021-02-03
USA/WA-UW-64639/2021	803	North_King_County	2021-02-25
USA/WA-S4873/2021	804	South_King_County	2021-02-10
USA/WA-S4462/2021	805	South_King_County	2021-01-15
USA/WA-S3719/2020	806	North_King_County	2020-11-22
USA/WA-S5503/2021	807	North_King_County	2021-02-26
USA/WA-UW-65839/2021	808	North_King_County	2021-03-01
USA/WA-S4130/2020	809	North_King_County	2020-11-19
USA/WA-UW-62739/2021	810	South_King_County	2021-02-06
USA/WA-UW-61587/2021	810	North_King_County	2021-02-17
USA/WA-UW-62347/2021	811	North_King_County	2021-02-22
USA/WA-S5042/2020	812	North_King_County	2020-11-09
USA/WA-S3539/2021	813	South_King_County	2021-01-10
USA/WA-S5433/2021	814	South_King_County	2021-02-24
USA/WA-S5421/2021	814	South_King_County	2021-02-26
USA/WA-UW-47415/2020	815	South_King_County	2020-12-10
USA/WA-UW-61253/2021	816	North_King_County	2021-02-03
USA/WA-UW-58974/2021	817	North_King_County	2021-01-26
USA/WA-UW-58977/2021	817	North_King_County	2021-01-29
USA/WA-UW-59018/2021	817	North_King_County	2021-01-29
USA/WA-S3797/2020	818	North_King_County	2020-12-28
USA/WA-S3715/2020	819	North_King_County	2020-11-19
USA/WA-S4125/2020	820	South_King_County	2020-11-18
USA/WA-S4126/2020	820	South_King_County	2020-11-18
USA/WA-S5043/2020	821	South_King_County	2020-11-09
USA/WA-S3328/2020	821	North_King_County	2020-12-08
USA/WA-S3408/2020	821	South_King_County	2020-12-03
USA/WA-UW-49606/2020	821	North_King_County	2020-12-20
USA/WA-S4168/2020	821	South_King_County	2020-11-22
USA/WA-S4410/2020	821	North_King_County	2020-11-17
USA/WA-S11478/2020	821	North_King_County	2020-12-11
USA/WA-S11482/2020	821	North_King_County	2020-12-15
USA/WA-S11492/2020	821	North_King_County	2020-12-19
USA/WA-S11491/2020	821	North_King_County	2020-12-19
USA/WA-S11488/2020	821	South_King_County	2020-12-26
USA/WA-S11485/2020	821	North_King_County	2020-12-23
USA/WA-S3762/2020	821	South_King_County	2020-12-29
USA/WA-S11480/2020	821	South_King_County	2020-12-11
USA/WA-S11477/2020	821	South_King_County	2020-12-11
USA/WA-S11481/2020	821	North_King_County	2020-12-14
USA/WA-S11489/2020	821	North_King_County	2020-12-28
USA/WA-S11484/2020	821	North_King_County	2020-12-17
USA/WA-S11598/2020	821	South_King_County	2020-12-16
USA/WA-S11483/2020	821	South_King_County	2020-12-15
USA/WA-UW-32746/2020	822	South_King_County	2020-10-19
USA/WA-UW-60611/2021	822	North_King_County	2021-01-29
USA/WA-UW-31438/2020	822	North_King_County	2020-10-14
USA/WA-S4684/2020	822	South_King_County	2020-11-13
USA/WA-S4679/2020	822	South_King_County	2020-11-13
USA/WA-S4131/2020	822	South_King_County	2020-11-20
USA/WA-S3753/2020	822	South_King_County	2020-12-27
USA/WA-S3898/2021	822	South_King_County	2021-01-04
USA/WA-S3706/2021	822	South_King_County	2021-01-09
USA/WA-S3734/2020	822	South_King_County	2020-12-20
USA/WA-UW-45107/2020	822	South_King_County	2020-12-08
USA/WA-S3737/2020	822	South_King_County	2020-12-21
USA/WA-S4645/2021	823	South_King_County	2021-01-23
USA/WA-S11476/2020	824	North_King_County	2020-12-10
USA/WA-S5068/2021	825	North_King_County	2021-02-11
USA/WA-UW-47386/2020	826	South_King_County	2020-12-11
USA/WA-UW-61915/2021	827	South_King_County	2021-02-06
USA/WA-S4640/2021	828	South_King_County	2021-01-23
USA/WA-UW-47279/2020	829	South_King_County	2020-12-07
USA/WA-UW-64863/2021	829	North_King_County	2021-02-23
USA/WA-S4989/2021	829	South_King_County	2021-02-08
USA/WA-S4081/2021	829	South_King_County	2021-01-18
USA/WA-S4517/2021	829	South_King_County	2021-01-20
USA/WA-S4524/2021	829	South_King_County	2021-01-20
USA/WA-S4438/2021	829	South_King_County	2021-01-15
USA/WA-S2845/2020	830	North_King_County	2020-09-16
USA/WA-S2902/2020	831	North_King_County	2020-10-03
USA/WA-S3335/2020	832	South_King_County	2020-11-25
USA/WA-UW-47422/2020	833	South_King_County	2020-12-11
USA/WA-UW-47378/2020	833	South_King_County	2020-12-14
USA/WA-S3477/2020	834	South_King_County	2020-11-29
USA/WA-S4144/2020	834	South_King_County	2020-11-22
USA/WA-S4153/2020	834	South_King_County	2020-11-24
USA/WA-S4157/2020	834	South_King_County	2020-11-25
USA/WA-S4680/2020	835	South_King_County	2020-11-13
USA/WA-S4151/2020	835	South_King_County	2020-11-23
USA/WA-S4135/2020	835	South_King_County	2020-11-21
USA/WA-S4150/2020	835	South_King_County	2020-11-23
USA/WA-S3818/2021	835	South_King_County	2021-01-06
USA/WA-S3796/2020	836	South_King_County	2020-12-28
USA/WA-S3805/2020	836	South_King_County	2020-12-31
USA/WA-S3804/2020	836	South_King_County	2020-12-31
USA/WA-S4579/2021	837	South_King_County	2021-01-26
USA/WA-UW-60723/2021	837	North_King_County	2021-01-30
USA/WA-S4189/2021	838	South_King_County	2021-01-17
USA/WA-S4194/2021	838	South_King_County	2021-01-17
USA/WA-S4543/2021	839	North_King_County	2021-02-03
USA/WA-UW-61140/2021	839	North_King_County	2021-02-04
USA/WA-UW-46923/2020	840	South_King_County	2020-12-08
USA/WA-S3671/2021	841	South_King_County	2021-01-09
USA/WA-S11490/2020	842	North_King_County	2020-12-18
USA/WA-S2839/2020	843	North_King_County	2020-09-14
USA/WA-CDC-QDX21802795/2021	844	South_King_County	2021-02-05
USA/WA-UW-67205/2021	845	South_King_County	2021-03-12
USA/WA-S4665/2020	846	South_King_County	2020-11-10
USA/WA-S4676/2020	847	South_King_County	2020-11-12
USA/WA-S3548/2021	848	North_King_County	2021-01-11
USA/WA-S4134/2020	849	South_King_County	2020-11-21
USA/WA-S4136/2020	849	South_King_County	2020-11-21
USA/WA-S4395/2020	850	North_King_County	2020-11-14
USA/WA-S4117/2020	851	North_King_County	2020-11-17
USA/WA-S3280/2020	852	North_King_County	2020-11-03
USA/WA-S3291/2020	853	North_King_County	2020-11-07
USA/WA-S4677/2020	854	South_King_County	2020-11-12
USA/WA-S4907/2021	856	South_King_County	2021-02-03
USA/WA-S3472/2020	857	South_King_County	2020-11-28
USA/WA-S3483/2020	858	South_King_County	2020-11-30
USA/WA-UW-49586/2020	859	South_King_County	2020-12-21
USA/WA-S4120/2020	860	South_King_County	2020-11-17
USA/WA-S4121/2020	860	South_King_County	2020-11-17
USA/WA-UW-47389/2020	860	North_King_County	2020-12-11
USA/WA-S4167/2020	860	South_King_County	2020-11-23
USA/WA-S3732/2020	861	North_King_County	2020-12-01
USA/WA-S3456/2020	861	North_King_County	2020-12-08
USA/WA-S3816/2021	861	North_King_County	2021-01-03
USA/WA-S3813/2021	861	North_King_County	2021-01-03
USA/WA-S3504/2020	862	North_King_County	2020-12-03
USA/WA-UW-45137/2020	864	South_King_County	2020-12-08
USA/WA-S3508/2020	864	South_King_County	2020-12-04
USA/WA-S3498/2020	864	South_King_County	2020-11-30
USA/WA-S5038/2020	864	North_King_County	2020-11-09
USA/WA-S4169/2020	864	South_King_County	2020-11-27
USA/WA-S3470/2020	864	South_King_County	2020-11-28
USA/WA-S3705/2021	864	South_King_County	2021-01-09
USA/WA-S3609/2020	864	South_King_County	2020-12-29
USA/WA-UW-47323/2020	865	South_King_County	2020-12-14
USA/WA-S4196/2021	866	South_King_County	2021-01-18
USA/WA-S4211/2021	867	North_King_County	2021-01-25
USA/WA-UW-20121022721/2020	868	North_King_County	2020-12-10
USA/WA-S4140/2020	868	North_King_County	2020-11-23
USA/WA-CDC-4010394-001/2020	868	South_King_County	2020-12-17
USA/WA-UW-65765/2021	869	South_King_County	2021-03-02
USA/WA-UW-2021041021831/2021	870	North_King_County	2021-04-10
USA/WA-S4981/2021	871	South_King_County	2021-02-04
USA/WA-UW-60718/2021	872	North_King_County	2021-01-30
USA/WA-S4892/2021	873	South_King_County	2021-02-10
USA/WA-Altius-ALTCOV-HDPHBPSKHSJSMBFE/2021	874	South_King_County	2021-04-15
USA/WA-S5136/2021	874	South_King_County	2021-02-17
USA/WA-S5026/2020	875	North_King_County	2020-11-08
USA/WA-S4412/2020	876	North_King_County	2020-11-24
USA/WA-CDC-LC0000775/2020	877	North_King_County	2020-12-24
USA/WA-UW-61178/2021	878	North_King_County	2021-02-06
USA/WA-UW-61145/2021	878	South_King_County	2021-02-03
USA/WA-S4881/2021	878	South_King_County	2021-02-10
USA/WA-S4880/2021	878	South_King_County	2021-02-10
USA/WA-S5998/2021	878	South_King_County	2021-03-23
USA/WA-S6266/2021	878	South_King_County	2021-03-23
USA/WA-S5575/2021	879	South_King_County	2021-03-03
USA/WA-S5032/2020	880	South_King_County	2020-11-08
USA/WA-S4453/2021	881	South_King_County	2021-01-15
USA/WA-S5122/2021	881	South_King_County	2021-02-20
USA/WA-S5475/2021	881	South_King_County	2021-02-23
USA/WA-S5121/2021	881	South_King_County	2021-02-20
USA/WA-S4159/2020	882	South_King_County	2020-11-27
USA/WA-S4160/2020	882	South_King_County	2020-11-27
USA/WA-S4668/2020	882	South_King_County	2020-11-11
USA/WA-S4675/2020	882	South_King_County	2020-11-12
USA/WA-S4692/2020	882	South_King_County	2020-11-14
USA/WA-S4691/2020	882	South_King_County	2020-11-14
USA/WA-S4401/2020	882	North_King_County	2020-11-16
USA/WA-S4405/2020	882	South_King_County	2020-11-15
USA/WA-S3479/2020	883	South_King_County	2020-11-29
USA/WA-S4497/2021	884	South_King_County	2021-01-20
USA/WA-UW-60721/2021	886	North_King_County	2021-01-30
USA/WA-S3748/2020	887	North_King_County	2020-12-24
USA/WA-S3754/2020	887	North_King_County	2020-12-28
USA/WA-CDC-LC0003359/2021	888	North_King_County	2021-01-11
USA/WA-S3469/2020	888	South_King_County	2020-09-27
USA/WA-UW-29758/2020	888	South_King_County	2020-09-28
USA/WA-UW-20122722008/2020	889	North_King_County	2020-12-27
USA/WA-S4383/2021	890	South_King_County	2021-01-30
USA/WA-S4539/2021	890	South_King_County	2021-02-02
USA/WA-S4419/2021	890	South_King_County	2021-01-15
USA/WA-UW-64869/2021	890	South_King_County	2021-02-23
USA/WA-UW-61116/2021	890	South_King_County	2021-02-02
USA/WA-UW-62684/2021	891	South_King_County	2021-02-09
USA/WA-UW-62694/2021	891	South_King_County	2021-02-11
USA/WA-UW-66248/2021	893	North_King_County	2021-03-05
USA/WA-UW-47105/2020	894	South_King_County	2020-12-15
USA/WA-UW-64842/2021	895	North_King_County	2021-02-23
USA/WA-S6502/2021	896	South_King_County	2021-04-07
USA/WA-UW-16037/2020	897	North_King_County	2020-07-01
USA/WA-UW-13081/2020	897	North_King_County	2020-06-30
USA/WA-UW-22415/2020	897	North_King_County	2020-08-07
USA/WA-UW-22375/2020	897	South_King_County	2020-08-07
USA/WA-S2774/2020	897	South_King_County	2020-08-05
USA/WA-UW-11040/2020	897	North_King_County	2020-06-16
USA/WA-UW-11347/2020	897	South_King_County	2020-06-22
USA/WA-UW-13364/2020	897	North_King_County	2020-07-01
USA/WA-UW-13027/2020	897	North_King_County	2020-07-01
USA/WA-UW-13356/2020	897	North_King_County	2020-07-01
USA/WA-UW-22952/2020	897	North_King_County	2020-08-10
USA/WA-UW-22331/2020	897	North_King_County	2020-08-06
USA/WA-UW-12436/2020	897	North_King_County	2020-06-27
USA/WA-UW-22122/2020	897	North_King_County	2020-08-06
USA/WA-UW-22080/2020	897	South_King_County	2020-08-03
USA/WA-UW-22016/2020	897	North_King_County	2020-08-06
USA/WA-UW-12936/2020	897	North_King_County	2020-06-29
USA/WA-UW-12858/2020	897	North_King_County	2020-06-29
USA/WA-UW-13293/2020	897	North_King_County	2020-07-03
USA/WA-UW-12333/2020	897	North_King_County	2020-06-27
USA/WA-UW-12359/2020	897	South_King_County	2020-06-27
USA/WA-S2763/2020	897	North_King_County	2020-07-30
USA/WA-UW-12355/2020	897	North_King_County	2020-06-27
USA/WA-UW-12861/2020	897	North_King_County	2020-06-29
USA/WA-UW-12352/2020	898	North_King_County	2020-06-27
USA/WA-UW-12362/2020	899	North_King_County	2020-06-27
USA/WA-UW-12831/2020	899	North_King_County	2020-06-29
USA/WA-UW-12443/2020	899	South_King_County	2020-06-27
USA/WA-UW-12440/2020	899	North_King_County	2020-06-27
USA/WA-UW-12283/2020	899	North_King_County	2020-06-27
USA/WA-UW-12348/2020	899	North_King_County	2020-06-27
USA/WA-UW-12398/2020	899	North_King_County	2020-06-27
USA/WA-UW-12478/2020	900	North_King_County	2020-06-29
USA/WA-UW-12575/2020	901	North_King_County	2020-06-26
USA/WA-UW-22419/2020	902	North_King_County	2020-08-07
USA/WA-UW-22432/2020	902	North_King_County	2020-08-07
USA/WA-UW-22327/2020	903	North_King_County	2020-08-07
USA/WA-UW-22275/2020	903	North_King_County	2020-08-01
USA/WA-UW-22287/2020	903	North_King_County	2020-08-06
USA/WA-UW-46926/2020	904	North_King_County	2020-12-08
USA/WA-S3641/2021	904	North_King_County	2021-01-14
USA/WA-S3555/2021	904	North_King_County	2021-01-11
USA/WA-S4601/2021	905	South_King_County	2021-01-23
USA/WA-UW-61944/2021	906	South_King_County	2021-02-09
USA/WA-UW-61571/2021	906	South_King_County	2021-02-17
USA/WA-UW-62671/2021	906	South_King_County	2021-02-11
USA/WA-UW-68495/2021	907	South_King_County	2021-03-22
USA/WA-UW-67333/2021	907	North_King_County	2021-03-12
USA/WA-Altius-ALTCOV-WKOZE2JAVO22GXSL/2021	908	South_King_County	2021-04-14
USA/WA-Altius-ALTCOV-477N2P4AYT4OIXBW/2021	908	South_King_County	2021-04-14
USA/WA-Altius-ALTCOV-KJCLJQFB5QLUAGCQ/2021	908	South_King_County	2021-04-19
USA/WA-S3507/2020	909	South_King_County	2020-12-04
USA/WA-S3524/2020	910	North_King_County	2020-12-08
USA/WA-UW-47148/2020	911	South_King_County	2020-12-18
USA/WA-UW-23526/2020	912	North_King_County	2020-08-10
USA/WA-UW-20121489350/2020	913	North_King_County	2020-12-14
USA/WA-S2956/2020	914	South_King_County	2020-09-04
USA/WA-S2787/2020	914	South_King_County	2020-08-12
USA/WA-S2795/2020	914	South_King_County	2020-08-16
USA/WA-S2793/2020	914	South_King_County	2020-08-14
USA/WA-S2792/2020	914	South_King_County	2020-08-14
USA/WA-UW-11640/2020	915	North_King_County	2020-06-18
USA/WA-S4176/2021	916	North_King_County	2021-01-19
USA/WA-UW-13029/2020	917	North_King_County	2020-07-01
USA/WA-UW-45106/2020	917	South_King_County	2020-12-08
USA/WA-UW-23467/2020	917	North_King_County	2020-08-10
USA/WA-UW-22306/2020	918	North_King_County	2020-08-06
USA/WA-UW-22281/2020	918	North_King_County	2020-08-06
USA/WA-UW-12371/2020	919	North_King_County	2020-06-27
USA/WA-UW-12437/2020	919	North_King_County	2020-06-27
USA/WA-UW-12978/2020	919	North_King_County	2020-06-30
USA/WA-UW-12732/2020	919	North_King_County	2020-06-30
USA/WA-UW-13083/2020	919	North_King_County	2020-06-30
USA/WA-UW-13071/2020	919	North_King_County	2020-06-30
USA/WA-S4138/2020	920	North_King_County	2020-11-21
USA/WA-S5710/2020	921	North_King_County	2020-12-25
USA/WA-UW-47416/2020	922	North_King_County	2020-12-11
USA/WA-S4996/2020	923	South_King_County	2020-10-20
USA/WA-S2818/2020	924	North_King_County	2020-09-06
USA/WA-S4221/2021	925	South_King_County	2021-01-18
USA/WA-S4518/2021	926	South_King_County	2021-01-20
USA/WA-S3738/2020	927	South_King_County	2020-12-21
USA/WA-UW-31592/2020	928	North_King_County	2020-10-15
USA/WA-S4402/2020	928	North_King_County	2020-11-15
USA/WA-UW-62296/2021	929	South_King_County	2021-02-23
USA/WA-S3151/2020	930	North_King_County	2020-11-18
USA/WA-S3727/2020	931	North_King_County	2020-11-30
USA/WA-S3733/2020	931	North_King_County	2020-12-02
USA/WA-UW-62794/2021	932	North_King_County	2021-02-05
USA/WA-S4115/2020	933	South_King_County	2020-11-17
USA/WA-UW-62633/2021	933	South_King_County	2021-02-11
USA/WA-S3697/2021	933	South_King_County	2021-01-09
USA/WA-UW-62805/2021	934	South_King_County	2021-02-18
USA/WA-S4105/2021	935	South_King_County	2021-01-18
USA/WA-UW-65717/2021	936	North_King_County	2021-02-27
USA/WA-S4693/2020	937	North_King_County	2020-11-14
USA/WA-S3903/2021	938	South_King_County	2021-01-05
USA/WA-S3309/2020	939	North_King_County	2020-11-28
USA/WA-S4869/2021	940	South_King_County	2021-02-10
USA/WA-UW-61213/2021	941	North_King_County	2021-02-06
USA/WA-S4582/2021	942	South_King_County	2021-01-26
USA/WA-UW-61723/2021	943	North_King_County	2021-02-10
USA/WA-S3566/2021	944	North_King_County	2021-01-13
USA/WA-UW-59019/2021	945	North_King_County	2021-01-28
USA/WA-S3830/2020	945	North_King_County	2020-12-30
USA/WA-S3826/2020	945	North_King_County	2020-12-30
USA/WA-S3578/2020	945	North_King_County	2020-12-28
USA/WA-S3580/2020	945	South_King_County	2020-12-28
USA/WA-S3828/2020	945	North_King_County	2020-12-30
USA/WA-UW-46903/2020	945	South_King_County	2020-12-12
USA/WA-S4856/2021	945	South_King_County	2021-02-09
USA/WA-UW-61675/2021	945	North_King_County	2021-02-17
USA/WA-S5144/2021	945	South_King_County	2021-02-18
USA/WA-S5462/2021	945	South_King_County	2021-02-22
USA/WA-S5416/2021	945	South_King_County	2021-02-26
USA/WA-S5461/2021	945	South_King_County	2021-02-22
USA/WA-UW-61678/2021	945	North_King_County	2021-02-17
USA/WA-S3520/2020	945	South_King_County	2020-12-03
USA/WA-S4359/2021	945	South_King_County	2021-01-23
USA/WA-S5619/2021	947	South_King_County	2021-03-05
USA/WA-UW-12835/2020	948	North_King_County	2020-06-29
USA/WA-S2715/2020	949	North_King_County	2020-06-29
USA/WA-UW-12728/2020	950	North_King_County	2020-06-29
USA/WA-S2875/2020	951	South_King_County	2020-09-22
USA/WA-S2880/2020	951	North_King_County	2020-09-27
USA/WA-UW-26865/2020	951	North_King_County	2020-09-02
USA/WA-S5045/2020	951	North_King_County	2020-11-11
USA/WA-UW-31407/2020	952	South_King_County	2020-10-14
USA/WA-S3074/2020	953	North_King_County	2020-11-12
USA/WA-S3364/2020	954	South_King_County	2020-11-28
USA/WA-S3368/2020	954	North_King_County	2020-11-28
USA/WA-S3184/2020	955	North_King_County	2020-11-20
USA/WA-S2714/2020	956	North_King_County	2020-06-29
USA/WA-UW-12689/2020	956	North_King_County	2020-06-29
USA/WA-UW-12883/2020	956	North_King_County	2020-06-29
USA/WA-UW-12685/2020	956	North_King_County	2020-06-29
USA/WA-UW-13357/2020	956	North_King_County	2020-07-01
USA/WA-S2790/2020	957	North_King_County	2020-08-13
USA/WA-UW-23468/2020	957	North_King_County	2020-08-11
USA/WA-UW-22302/2020	957	North_King_County	2020-08-06
USA/WA-UW-27501/2020	957	South_King_County	2020-09-03
USA/WA-UW-31219/2020	958	North_King_County	2020-10-13
USA/WA-S4683/2020	959	South_King_County	2020-11-13
USA/WA-S5000/2020	959	South_King_County	2020-10-24
USA/WA-S2776/2020	960	North_King_County	2020-08-06
USA/WA-UW-22422/2020	960	North_King_County	2020-08-07
USA/WA-S2789/2020	960	North_King_County	2020-08-13
USA/WA-S2807/2020	961	North_King_County	2020-08-28
USA/WA-UW-45104/2020	962	South_King_County	2020-12-08
USA/WA-UW-22399/2020	963	South_King_County	2020-08-07
USA/WA-S3482/2020	964	South_King_County	2020-11-30
USA/WA-S2912/2020	966	North_King_County	2020-10-05
USA/WA-S4264/2021	966	South_King_County	2021-01-18
USA/WA-S3525/2020	966	South_King_County	2020-12-04
USA/WA-UW-65392/2021	967	South_King_County	2021-02-27
USA/WA-UW-65406/2021	967	South_King_County	2021-02-23
USA/WA-UW-64847/2021	967	South_King_County	2021-02-23
USA/WA-S2747/2020	968	South_King_County	2020-07-19
USA/WA-S2770/2020	969	North_King_County	2020-08-01
USA/WA-S5348/2020	970	North_King_County	2020-10-22
USA/WA-S3761/2020	970	South_King_County	2020-12-28
USA/WA-S3765/2020	970	South_King_County	2020-12-31
USA/WA-S4689/2020	971	South_King_County	2020-11-12
USA/WA-S5036/2020	971	South_King_County	2020-11-09
USA/WA-UW-63341/2021	972	South_King_County	2021-02-20
USA/WA-UW-65927/2021	972	South_King_County	2021-03-06
USA/WA-UW-64808/2021	972	South_King_County	2021-02-23
USA/WA-UW-60695/2021	973	North_King_County	2021-01-30
USA/WA-S4201/2021	973	South_King_County	2021-01-19
USA/WA-UW-61134/2021	973	North_King_County	2021-02-03
USA/WA-UW-66246/2021	973	North_King_County	2021-03-05
USA/WA-UW-66247/2021	973	North_King_County	2021-03-05
USA/WA-UW-69311/2021	973	North_King_County	2021-03-26
USA/WA-S5355/2020	974	South_King_County	2020-10-24
USA/WA-S3547/2021	975	South_King_County	2021-01-11
USA/WA-S3546/2021	975	South_King_County	2021-01-11
USA/WA-S3696/2021	975	South_King_County	2021-01-09
USA/WA-S4469/2021	975	South_King_County	2021-01-15
USA/WA-S4468/2021	975	South_King_County	2021-01-15
USA/WA-UW-67825/2021	976	South_King_County	2021-03-20
USA/WA-S3895/2021	977	South_King_County	2021-01-04
USA/WA-S4397/2020	978	South_King_County	2020-11-15
USA/WA-S4404/2020	979	South_King_County	2020-11-16
USA/WA-S3301/2020	980	North_King_County	2020-11-13
USA/WA-S4998/2020	981	South_King_County	2020-10-24
USA/WA-S3331/2020	982	South_King_County	2020-11-24
USA/WA-S3488/2020	983	North_King_County	2020-12-01
USA/WA-S5237/2020	984	North_King_County	2020-10-25
USA/WA-S4394/2020	984	North_King_County	2020-11-14
USA/WA-S4393/2020	984	North_King_County	2020-11-14
USA/WA-S2753/2020	985	North_King_County	2020-07-27
USA/WA-S2827/2020	985	South_King_County	2020-09-07
USA/WA-S2820/2020	985	South_King_County	2020-09-09
USA/WA-S2826/2020	985	South_King_County	2020-09-09
USA/WA-S2846/2020	985	South_King_County	2020-09-16
USA/WA-S3240/2020	985	North_King_County	2020-10-06
USA/WA-S2914/2020	985	North_King_County	2020-10-05
USA/WA-S3245/2020	985	North_King_County	2020-10-08
USA/WA-S2888/2020	985	North_King_County	2020-10-01
USA/WA-S2903/2020	985	North_King_County	2020-10-03
USA/WA-S3239/2020	985	North_King_County	2020-10-06
USA/WA-S3243/2020	985	North_King_County	2020-10-07
USA/WA-S3258/2020	985	North_King_County	2020-10-15
USA/WA-S3257/2020	985	North_King_County	2020-10-15
USA/WA-S3260/2020	985	North_King_County	2020-10-17
USA/WA-S3265/2020	985	North_King_County	2020-10-20
USA/WA-S3250/2020	985	North_King_County	2020-10-10
USA/WA-S3271/2020	985	North_King_County	2020-10-26
USA/WA-S3270/2020	985	North_King_County	2020-10-26
USA/WA-S3262/2020	985	North_King_County	2020-10-19
USA/WA-S3264/2020	985	North_King_County	2020-10-20
USA/WA-S3268/2020	985	North_King_County	2020-10-22
USA/WA-S3267/2020	985	North_King_County	2020-10-22
