	strain	Puma	COUNTY
12658	USA/WA-CDC-UW21051733167/2021		King
12659	USA/WA-Altius-ALTCOV-AGIIMNTM7FQ5BLBC/2021		King
12660	USA/WA-S8613/2021		King
12661	USA/WA-UW-21090345559/2021		King
12662	USA/WA-CDC-UW21082660702/2021		King
12663	USA/WA-S13531/2021		King
12664	USA/WA-CDC-UW21110824815/2021		King
12665	USA/WA-CDC-UW21110213907/2021		King
12666	USA/WA-S17009/2022		King
12667	USA/WA-UW-21111513659/2021		King
12669	USA/WA-UW-3616/2020		King
12670	USA/WA-S2868/2020		King
12671	USA/WA-UW-32473/2020		King
12672	USA/WA-CDC-UW21060711088/2021		King
12673	USA/WA-S4687/2020		King
12674	USA/WA-S4153/2020		King
12675	USA/WA-S4413/2020		King
12676	USA/WA-CDC-UW21062441139/2021		King
12677	USA/WA-UW-13016/2020		King
12678	USA/WA-Altius-ALTCOV-7P2RZZ4FLOJD2VDT/2021		King
12679	USA/WA-UW-68694/2021		King
12680	USA/WA-UW-62793/2021		King
12681	USA/WA-Altius-ALTCOV-H3LT3AG2X33XHVUM/2021		King
12682	USA/WA-UW-4616/2020		King
12683	USA/WA-S3541/2021		King
12684	USA/WA-S4265/2021		King
12685	USA/WA-S4818/2021		King
12686	USA/WA-CDC-LC0181918/2021		King
12687	USA/WA-CDC-UW21090921856/2021		King
12688	USA/WA-UW-21081737079/2021		King
12689	USA/WA-CDC-UW21082790011/2021		King
12690	USA/WA-S8772/2021		King
12691	USA/WA-UW-21050497398/2021		King
12692	USA/WA-CDC-UW21090850891/2021		King
12693	USA/WA-Altius-ALTCOV-OSNE7OHDJ3KTUZU6/2021		King
12694	USA/WA-UW-21052895166/2021		King
12695	USA/WA-CDC-UW21042727986/2021		King
12696	USA/WA-S3930/2021		King
12697	USA/WA-CDC-LC0231757/2021		King
12698	USA/WA-CDC-LC0263613/2021		King
12699	USA/WA-UW-2021040502880/2021		King
12700	USA/WA-S6860/2021		King
12701	USA/WA-CDC-2-4105737/2020		King
12702	USA/WA-S6832/2021		King
12703	USA/WA-CDC-UW21111066245/2021		King
12704	USA/WA-CDC-UW21111084950/2021		King
12705	USA/WA-UW-68666/2021		King
12706	USA/WA-UW-68448/2021		King
12707	USA/WA-UW-2021040109867/2021		King
12708	USA/WA-UW-21042133982/2021		King
12709	USA/WA-UW-68548/2021		King
12710	USA/WA-S6264/2021		King
12711	USA/WA-S5024/2020		King
12712	USA/WA-S4680/2020		King
12713	USA/WA-UW-822/2020		King
12715	USA/WA-S184/2020		King
12716	USA/WA-UW-676/2020		King
12717	USA/WA-UW-11591/2020		King
12718	USA/WA-S3723/2020		King
12719	USA/WA-CDC-UW21070787848/2021		King
12720	USA/WA-UW-67123/2021		King
12721	USA/WA-CDC-UW21082648334/2021		King
12722	USA/WA-S16797/2022		King
12723	USA/WA-UW-67285/2021		King
12724	USA/WA-PHL-009885/2021		King
12725	USA/WA-CDC-UW21090978795/2021		King
12726	USA/WA-CDC-UW21110203781/2021		King
12728	USA/WA-CDC-UW21110241374/2021		King
12729	USA/WA-UW-21041616640/2021		King
12730	USA/WA-S8134/2021		King
12731	USA/WA-CDC-UW21110354866/2021		King
12732	USA/WA-PHL-005945/2021		King
12733	USA/WA-S9351/2021		King
12734	USA/WA-S11926/2021		King
12735	USA/WA-CDC-UW21060558739/2021		King
12736	USA/WA-UW-21042976038/2021		King
12737	USA/WA-Altius-ALTCOV-RHXCXWOMTQGRQLXP/2021		King
12738	USA/WA-S7525/2021		King
12739	USA/WA-Altius-ALTCOV-S3JIKEQOTJVK4CQ4/2021		King
12740	USA/WA-UW-21042471948/2021		King
12741	USA/WA-Altius-ALTCOV-BJWDGERSV2W4P4FF/2021		King
12742	USA/WA-S7450/2021		King
12743	USA/WA-CDC-UW21052570897/2021		King
12744	USA/WA-CDC-UW21082677956/2021		King
12745	USA/WA-UW-64811/2021		King
12746	USA/WA-UW-61116/2021		King
12747	USA/WA-S5445/2021		King
12748	USA/WA-Altius-ALTCOV-SJK6CFSLAE4HZCQ6/2021		King
12749	USA/WA-CDC-LC0265934/2021		King
12750	USA/WA-CDC-UW21092077076/2021		King
12751	USA/WA-UW-21051311834/2021		King
12752	USA/WA-S16782/2022		King
12753	USA/WA-S5072/2021		King
12754	USA/WA-UW-22011098792/2022		King
12755	USA/WA-UW-22011059746/2022		King
12756	USA/WA-CDC-UW21123146519/2021		King
12757	USA/WA-CDC-UW22010289999/2022		King
12758	USA/WA-S12938/2021		King
12759	USA/WA-UW-27042/2020		King
12760	USA/WA-CDC-LC0452913/2021		King
12761	USA/WA-CDC-UW21122934027/2021		King
12762	USA/WA-UW-21120200825/2021		King
12763	USA/WA-CDC-UW21100208962/2021		King
12764	USA/WA-CDC-UW21100260338/2021		King
12765	USA/WA-CDC-UW21120728071/2021		King
12766	USA/WA-CDC-UW21100105473/2021		King
12767	USA/WA-S15558/2021		King
12768	USA/WA-CDC-UW21100158166/2021		King
12769	USA/WA-S6162/2021		King
12770	USA/WA-CDC-UW21100395038/2021		King
12771	USA/WA-CDC-UW21102258316/2021		King
12772	USA/WA-CDC-UW21092594721/2021		King
12773	USA/WA-CDC-UW21092543979/2021		King
12774	USA/WA-CDC-UW21100246659/2021		King
12775	USA/WA-S5226/2021		King
12776	USA/WA-UW-21072752063/2021		King
12777	USA/WA-PHL-009998/2022		King
12778	USA/WA-Altius-ALTCOV-RQJPDT2EUOKUWPH4/2021		King
12779	USA/WA-UW-21113042048/2021		King
12780	USA/WA-PHL-007606/2021		King
12781	USA/WA-CDC-UW21113097983/2021		King
12782	USA/WA-S14575/2021		King
12783	USA/WA-UW-21092825999/2021		King
12784	USA/WA-S12617/2021		King
12785	USA/WA-S16074/2022		King
12786	USA/WA-PHL-007608/2021		King
12787	USA/WA-CDC-UW21111090350/2021		King
12788	USA/WA-UW-21112452947/2021		King
12789	USA/WA-CDC-UW21090217580/2021		King
12790	USA/WA-UW-21052898492/2021		King
12791	USA/WA-PHL-007643/2021		King
12792	USA/WA-CDC-UW21052081764/2021		King
12793	USA/WA-CDC-UW21051481309/2021		King
12794	USA/WA-CDC-UW21050385304/2021		King
12795	USA/WA-UW-21051538480/2021		King
12796	USA/WA-S11219/2021		King
12797	USA/WA-Altius-ALTCOV-ZEDSF34XMZ3I6MU2/2021		King
12798	USA/WA-UW-21051920086/2021		King
12799	USA/WA-S230/2020		King
12800	USA/WA-S4594/2021		King
12801	USA/WA-S714/2020		King
12802	USA/WA-S16704/2022		King
12803	USA/WA-UW-29758/2020		King
12804	USA/WA-PHL-012757/2022		King
12805	USA/WA-PHL-005073/2021		King
12806	USA/WA-UW-21100655470/2021		King
12807	USA/WA-UW-21100527070/2021		King
12808	USA/WA-UW-21070950371/2021		King
12809	USA/WA-S5415/2021		King
12810	USA/WA-S1484/2020		King
12811	USA/WA-S4066/2021		King
12812	USA/WA-S4100/2021		King
12813	USA/WA-S3984/2021		King
12814	USA/WA-S5002/2020		King
12815	USA/WA-S3904/2021		King
12817	USA/WA-UW-47416/2020		King
12818	USA/WA-CDC-2-3767479/2020		King
12820	USA/WA-Altius-ALTCOV-7MAHOCQFHBWKGUUA/2021		King
12821	USA/WA-S5050/2020		King
12822	USA/WA-UW-32926/2020		King
12823	USA/WA-UW-6478/2020		King
12824	USA/WA-UW-1765/2020		King
12825	USA/WA-UW-2778/2020		King
12826	USA/WA-UW-22360/2020		King
12827	USA/WA-UW-22756/2020		King
12828	USA/WA-S2794/2020		King
12829	USA/WA-PHL-012515/2022		King
12830	USA/WA-UW-32807/2020		King
12831	USA/WA-UW-31592/2020		King
12832	USA/WA-UW-22418/2020		King
12833	USA/WA-UW-22892/2020		King
12834	USA/WA-S9173/2021		King
12835	USA/WA-CDC-UW21061053069/2021		King
12836	USA/WA-CDC-UW21081792500/2021		King
12837	USA/WA-S11935/2021		King
12838	USA/WA-Altius-ALTCOV-LLKCNCDQMKUZO5RA/2021		King
12840	USA/WA-Altius-ALTCOV-VSYFY33WHIMEUZGY/2021		King
12841	USA/WA-Altius-ALTCOV-OKGFKPLFEXEE2IQR/2021		King
12842	USA/WA-Altius-ALTCOV-KRI2ANINP6FVY7XZ/2021		King
12843	USA/WA-UW-4068/2020		King
12844	USA/WA-UW-12283/2020		King
12845	USA/WA-UW-21042383916/2021		King
12846	USA/WA-UW-21042351841/2021		King
12847	USA/WA-CDC-UW21081733638/2021		King
12848	USA/WA-UW-21072637434/2021		King
12849	USA/WA-CDC-UW21080741925/2021		King
12850	USA/WA-S11839/2021		King
12851	USA/WA-CDC-UW21081406786/2021		King
12852	USA/WA-UW-21081677737/2021		King
12853	USA/WA-CDC-LC0200471/2021		King
12854	USA/WA-CDC-UW21102358581/2021		King
12855	USA/WA-PHL-007669/2021		King
12856	USA/WA-CDC-UW21102127435/2021		King
12857	USA/WA-CDC-UW21112922742/2021		King
12858	USA/WA-CDC-UW21120139608/2021		King
12859	USA/WA-CDC-UW21120186585/2021		King
12860	USA/WA-S8827/2021		King
12861	USA/WA-UW-21042708584/2021		King
12862	USA/WA-UW-21042667390/2021		King
12863	USA/WA-UW-21090620834/2021		King
12864	USA/WA-CDC-LC0159985/2021		King
12865	USA/WA-CDC-UW21060106088/2021		King
12866	USA/WA-S8602/2021		King
12867	USA/WA-S11245/2021		King
12868	USA/WA-CDC-UW21070726350/2021		King
12869	USA/WA-CDC-UW21093036357/2021		King
12870	USA/WA-CDC-UW21100246898/2021		King
12871	USA/WA-UW198/2020		King
12872	USA/WA-UW131/2020		King
12873	USA/WA-UW-66417/2021		King
12874	USA/WA-S6844/2021		King
12875	USA/WA-CDC-UW21101491371/2021		King
12876	USA/WA-UW-2021041514910/2021		King
12877	USA/WA-S7005/2021		King
12878	USA/WA-S6959/2021		King
12879	USA/WA-CDC-UW21082764091/2021		King
12880	USA/WA-UW-2021040979289/2021		King
12881	USA/WA-S17557/2022		King
12882	USA/WA-S17253/2022		King
12883	USA/WA-UW-21092965310/2021		King
12884	USA/WA-UW-21092805507/2021		King
12885	USA/WA-UW-21092143046/2021		King
12886	USA/WA-UW-21070235608/2021		King
12887	USA/WA-S11477/2020		King
12888	USA/WA-CDC-UW21070270943/2021		King
12889	USA/WA-UW-26862/2020		King
12890	USA/WA-UW-21070201658/2021		King
12891	USA/WA-UW-21042790054/2021		King
12892	USA/WA-UW-12787/2020		King
12893	USA/WA-CDC-UW21110124775/2021		King
12894	USA/WA-UW-21111599533/2021		King
12895	USA/WA-CDC-UW21092223973/2021		King
12896	USA/WA-UW-4407/2020		King
12897	USA/WA-CDC-UW21092161191/2021		King
12898	USA/WA-UW-6767/2020		King
12899	USA/WA-S2764/2020		King
12900	USA/WA-UW-1353/2020		King
12901	USA/WA-CDC-UW21120896419/2021		King
12902	USA/WA-UW-21072291545/2021		King
12903	USA/WA-UW-21071952291/2021		King
12904	USA/WA-CDC-UW21071416213/2021		King
12905	USA/WA-UW-21071354245/2021		King
12906	USA/WA-S9859/2021		King
12907	USA/WA-CDC-UW21070803921/2021		King
12908	USA/WA-UW-61637/2021		King
12909	USA/WA-S5073/2021		King
12910	USA/WA-UW-61488/2021		King
12911	USA/WA-S4590/2021		King
12912	USA/WA-UW-60612/2021		King
12913	USA/WA-UW376/2020		King
12914	USA/WA-UW-1698/2020		King
12915	USA/WA-UW280/2020		King
12916	USA/WA-S126/2020		King
12918	USA/WA-UW-1805/2020		King
12919	USA/WA-UW-23308/2020		King
12920	USA/WA-UW-5065/2020		King
12921	USA/WA-UW-31410/2020		King
12922	USA/WA-CDC-UW21122852678/2021		King
12923	USA/WA-CDC-UW21121068930/2021		King
12924	USA/WA-CDC-UW22010106170/2022		King
12925	USA/WA-CDC-UW21072096587/2021		King
12926	USA/WA-S4974/2021		King
12927	USA/WA-CDC-UW21122756022/2021		King
12928	USA/WA-CDC-UW21122881138/2021		King
12929	USA/WA-PHL-009646/2021		King
12930	USA/WA-S15775/2021		King
12931	USA/WA-CDC-UW21121808786/2021		King
12932	USA/WA-CDC-UW21121741583/2021		King
12933	USA/WA-CDC-UW21122405232/2021		King
12934	USA/WA-CDC-UW21122124951/2021		King
12935	USA/WA-CDC-UW21122054207/2021		King
12936	USA/WA-CDC-UW21121876412/2021		King
12937	USA/WA-CDC-UW21120704676/2021		King
12938	USA/WA-CDC-UW21121411182/2021		King
12940	USA/WA-CDC-UW21121444139/2021		King
12941	USA/WA-CDC-UW21120582361/2021		King
12942	USA/WA-CDC-UW21120409684/2021		King
12943	USA/WA-CDC-UW21121120393/2021		King
12944	USA/WA-S15495/2021		King
12945	USA/WA-UW-64837/2021		King
12946	USA/WA-S5130/2021		King
12947	USA/WA-UW-61254/2021		King
12948	USA/WA-UW-845/2020		King
12949	USA/WA-UW-22468/2020		King
12950	USA/WA-UW-22476/2020		King
12951	USA/WA-S604/2020		King
12952	USA/WA-UW-22399/2020		King
12953	USA/WA-CDC-LC0000717/2020		King
12954	USA/WA-CDC-UW21073072627/2021		King
12955	USA/WA-UW-21072880176/2021		King
12956	USA/WA-CDC-UW21112220516/2021		King
12957	USA/WA-CDC-UW21112200045/2021		King
12958	USA/WA-S676/2020		King
12959	USA/WA-S2810/2020		King
12960	USA/WA-UW-6716/2020		King
12961	USA/WA-UW-1624/2020		King
12962	USA/WA-UW306/2020		King
12963	USA/WA-UW-6417/2020		King
12964	USA/WA-S17542/2022		King
12965	USA/WA-PHL-007614/2021		King
12966	USA/WA-UW-21111892834/2021		King
12967	USA/WA-UW-21111928071/2021		King
12968	USA/WA-CDC-UW21112034494/2021		King
12969	USA/WA-CDC-LC0329180/2021		King
12970	USA/WA-CDC-UW21100900572/2021		King
12971	USA/WA-CDC-UW21101140529/2021		King
12972	USA/WA-CDC-UW21112032779/2021		King
12973	USA/WA-CDC-UW21111399269/2021		King
12974	USA/WA-CDC-UW21111317058/2021		King
12975	USA/WA-CDC-UW21072234744/2021		King
12976	USA/WA-ALTCOV-FMKUDTBGTCO5JPHG/2021		King
12977	USA/WA-CDC-UW21072026636/2021		King
12978	USA/WA-CDC-UW21101105353/2021		King
12979	USA/WA-PHL-005112/2021		King
12980	USA/WA-CDC-UW21121750332/2021		King
12981	USA/WA-CDC-UW21121802547/2021		King
12982	USA/WA-CDC-UW21121899474/2021		King
12983	USA/WA-CDC-UW21121703114/2021		King
12984	USA/WA-CDC-UW21121773827/2021		King
12985	USA/WA-Altius-ALTCOV-GRODMDEZYEJBVJFX/2021		King
12986	USA/WA-Altius-ALTCOV-NQRCIJFHZBLJDBWA/2021		King
12987	USA/WA-UW-21041620050/2021		King
12988	USA/WA-UW-65992/2021		King
12989	USA/WA-UW-2021040535198/2021		King
12990	USA/WA-CDC-UW21121644631/2021		King
12991	USA/WA-S5870/2021		King
12992	USA/WA-UW-2021040578174/2021		King
12993	USA/WA-UW-2021033105731/2021		King
12994	USA/WA-UW-2021040204607/2021		King
12995	USA/WA-CDC-UW21121485787/2021		King
12996	USA/WA-UW-2021040773681/2021		King
12997	USA/WA-CDC-UW21121339837/2021		King
12998	USA/WA-CDC-UW21120950369/2021		King
12999	USA/WA-S15660/2021		King
13000	USA/WA-CDC-UW21121751753/2021		King
13001	USA/WA-UW-21070273106/2021		King
13002	USA/WA-UW-21052737324/2021		King
13003	USA/WA-S17804/2022		King
13004	USA/WA-CDC-UW22010823526/2022		King
13005	USA/WA-PHL-005474/2021		King
13006	USA/WA-S17117/2022		King
13007	USA/WA-CDC-UW21102170250/2021		King
13008	USA/WA-CDC-LC0282510/2021		King
13009	USA/WA-CDC-UW21091046945/2021		King
13010	USA/WA-UW81/2020		King
13012	USA/WA-UW128/2020		King
13013	USA/WA-UW132/2020		King
13014	USA/WA-S243/2020		King
13015	USA/WA-CDC-UW21091198071/2021		King
13016	USA/WA-UW-2021040501915/2021		King
13017	USA/WA-UW-9407/2020		King
13018	USA/WA-CDC-UW21090727898/2021		King
13019	USA/WA-CDC-UW21090787247/2021		King
13020	USA/WA-CDC-UW21090775589/2021		King
13021	USA/WA-CDC-UW21090826200/2021		King
13022	USA/WA-UW-21071417099/2021		King
13023	USA/WA-CDC-WA-CDC-4138959-001/2021		King
13024	USA/WA-UW-21050852335/2021		King
13025	USA/WA-S8467/2021		King
13026	USA/WA-Altius-ALTCOV-EN6YPFLWXNICMGGZ/2021		King
13028	USA/WA-S2864/2020		King
13029	USA/WA-S17683/2022		King
13030	USA/WA-CDC-UW21061046144/2021		King
13031	USA/WA-S3578/2020		King
13032	USA/WA-UW-21041963446/2021		King
13033	USA/WA-S2735/2020		King
13034	USA/WA-UW-21082023842/2021		King
13036	USA/WA-UW-12660/2020		King
13037	USA/WA-CDC-LC0276349/2021		King
13038	USA/WA-CDC-UW21090852512/2021		King
13039	USA/WA-S13576/2021		King
13040	USA/WA-UW-21081734435/2021		King
13041	USA/WA-S13025/2021		King
13042	USA/WA-CDC-LC0471508/2022		King
13043	USA/WA-CDC-UW22010725151/2022		King
13044	USA/WA-UW-61658/2021		King
13045	USA/WA-UW-61775/2021		King
13046	USA/WA-UW-21120229633/2021		King
13047	USA/WA-UW-21080226066/2021		King
13048	USA/WA-UW-21080281191/2021		King
13049	USA/WA-CDC-UW21071539001/2021		King
13050	USA/WA-CDC-UW22010548015/2022		King
13051	USA/WA-S15791/2021		King
13052	USA/WA-CDC-UW21121866564/2021		King
13053	USA/WA-Altius-ALTCOV-BP673Q4KSN7RR6FU/2021		King
13054	USA/WA-CDC-UW21061207839/2021		King
13056	USA/WA-Altius-ALTCOV-AQ7VXRKKUVK5ZMSH/2021		King
13057	USA/WA-UW-13028/2020		King
13058	USA/WA-CDC-UW21051016592/2021		King
13059	USA/WA-UW-12858/2020		King
13060	USA/WA-CDC-UW21082676192/2021		King
13061	USA/WA-CDC-UW21082705205/2021		King
13062	USA/WA-S16530/2021		King
13063	USA/WA-CDC-UW21122450804/2021		King
13064	USA/WA-S16599/2022		King
13066	USA/WA-CDC-LC0152804/2021		King
13067	USA/WA-UW-21081295660/2021		King
13068	USA/WA-S12103/2021		King
13069	USA/WA-S12120/2021		King
13070	USA/WA-PHL-010006/2022		King
13071	USA/WA-CDC-UW22010486610/2022		King
13072	USA/WA-UW-2236/2020		King
13073	USA/WA-UW-2181/2020		King
13074	USA/WA-UW-21042085209/2021		King
13075	USA/WA-Altius-ALTCOV-VJCUUZQOFLWN4DSW/2021		King
13076	USA/WA-Altius-ALTCOV-JBXC3ZHPHHDIN2GV/2021		King
13077	USA/WA-CDC-UW21082625588/2021		King
13078	USA/WA-CDC-UW21081323199/2021		King
13079	USA/WA-CDC-UW21081725450/2021		King
13080	USA/WA-CDC-UW21081920293/2021		King
13081	USA/WA-S11981/2021		King
13082	USA/WA-CDC-UW21081360122/2021		King
13083	USA/WA-UW-21082035689/2021		King
13084	USA/WA-S7581/2021		King
13085	USA/WA-CDC-UW21050485943/2021		King
13086	USA/WA-UW-21051091171/2021		King
13087	USA/WA-Altius-ALTCOV-ML22CMT7Z5IATIVL/2021		King
13088	USA/WA-CDC-UW21051247395/2021		King
13089	USA/WA-UW-21042938624/2021		King
13090	USA/WA-CDC-UW21050625536/2021		King
13091	USA/WA-UW-3853/2020		King
13092	USA/WA-UW-21081773223/2021		King
13093	USA/WA-UW-21081239870/2021		King
13094	USA/WA-CDC-UW21081704503/2021		King
13095	USA/WA-CDC-UW21081980996/2021		King
13096	USA/WA-UW-22011097699/2022		King
13097	USA/WA-CDC-UW21081966434/2021		King
13098	USA/WA-UW-21120349979/2021		King
13099	USA/WA-UW-2021033100535/2021		King
13100	USA/WA-CDC-UW21121130352/2021		King
13101	USA/WA-CDC-UW21121001673/2021		King
13102	USA/WA-S3738/2020		King
13103	USA/WA-PHL-009511/2021		King
13104	USA/WA-PHL-009651/2021		King
13105	USA/WA-CDC-LC0223509/2021		King
13106	USA/WA-UW-21090260784/2021		King
13107	USA/WA-CDC-LC0152967/2021		King
13108	USA/WA-CDC-UW21052047796/2021		King
13109	USA/WA-UW-21090665865/2021		King
13110	USA/WA-CDC-UW21090726892/2021		King
13111	USA/WA-CDC-UW22010638919/2022		King
13112	USA/WA-S9103/2021		King
13113	USA/WA-CDC-UW21051264893/2021		King
13114	USA/WA-Altius-ALTCOV-SO4BOVF6RZ6R77RY/2021		King
13115	USA/WA-UW-21051805085/2021		King
13116	USA/WA-UW-21042995419/2021		King
13117	USA/WA-CDC-UW21112255300/2021		King
13118	USA/WA-S15557/2021		King
13119	USA/WA-S15453/2021		King
13120	USA/WA-CDC-UW21111333299/2021		King
13121	USA/WA-UW-21100675924/2021		King
13122	USA/WA-S14581/2021		King
13123	USA/WA-UW-21092838239/2021		King
13124	USA/WA-UW-21111547714/2021		King
13125	USA/WA-CDC-UW21111521567/2021		King
13126	USA/WA-S4459/2021		King
13127	USA/WA-UW-21111552928/2021		King
13128	USA/WA-UW-21111663292/2021		King
13129	USA/WA-S12928/2021		King
13130	USA/WA-UW-21111611656/2021		King
13131	USA/WA-CDC-UW21092572528/2021		King
13132	USA/WA-S4172/2021		King
13133	USA/WA-S4187/2021		King
13134	USA/WA-S4902/2021		King
13135	USA/WA-S11911/2021		King
13136	USA/WA-UW-58551/2021		King
13137	USA/WA-CDC-UW21091127000/2021		King
13138	USA/WA-S13648/2021		King
13139	USA/WA-CDC-UW21111177990/2021		King
13140	USA/WA-CDC-UW21111084523/2021		King
13141	USA/WA-CDC-UW21111066169/2021		King
13142	USA/WA-CDC-UW21090810440/2021		King
13143	USA/WA-CDC-UW21111051226/2021		King
13145	USA/WA-CDC-UW21090893998/2021		King
13146	USA/WA-UW-31972/2020		King
13147	USA/WA-CDC-UW21090309687/2021		King
13148	USA/WA-CDC-UW21090238037/2021		King
13149	USA/WA-CDC-UW21090221605/2021		King
13150	USA/WA-CDC-UW21090369699/2021		King
13151	USA/WA-CDC-UW21090340190/2021		King
13152	USA/WA-UW-6321/2020		King
13153	USA/WA-UW48/2020		King
13154	USA/WA-S3262/2020		King
13155	USA/WA-UW-4226/2020		King
13156	USA/WA-UW-19249/2020		King
13157	USA/WA-UW-1561/2020		King
13158	USA/WA-S13530/2021		King
13159	USA/WA-CDC-UW21052492084/2021		King
13160	USA/WA-CDC-UW21052495050/2021		King
13161	USA/WA-Altius-ALTCOV-EIAP2PSTBUODYMT7/2021		King
13162	USA/WA-S4377/2021		King
13163	USA/WA-UW-61132/2021		King
13164	USA/WA-UW-58980/2021		King
13165	USA/WA-UW-32725/2020		King
13166	USA/WA-UW-22409/2020		King
13167	USA/WA-UW-47422/2020		King
13168	USA/WA-S5015/2020		King
13169	USA/WA-UW-1646/2020		King
13170	USA/WA-S3806/2021		King
13171	USA/WA-UW-67431/2021		King
13172	USA/WA-UW-67929/2021		King
13173	USA/WA-CDC-LC0001593/2020		King
13174	USA/WA-UW-2021040586258/2021		King
13175	USA/WA-UW-2021040300590/2021		King
13176	USA/WA-CDC-LC0315159/2021		King
13177	USA/WA-CDC-UW22010555062/2022		King
13178	USA/WA-S3270/2020		King
13179	USA/WA-S17680/2022		King
13180	USA/WA-UW-2756/2020		King
13181	USA/WA-UW-13029/2020		King
13182	USA/WA-UW-21113047101/2021		King
13183	USA/WA-CDC-UW21121189357/2021		King
13184	USA/WA-S15774/2021		King
13185	USA/WA-Altius-ALTCOV-VVB3VCUO2XOL3BDR/2021		King
13186	USA/WA-CDC-UW21052428292/2021		King
13188	USA/WA-CDC-UW21052696051/2021		King
13189	USA/WA-S5161/2021		King
13190	USA/WA-CDC-UW21080932940/2021		King
13191	USA/WA-CDC-LC0203357/2021		King
13192	USA/WA-CDC-UW21081324367/2021		King
13193	USA/WA-UW-21080744832/2021		King
13194	USA/WA-CDC-UW22010406635/2022		King
13195	USA/WA-CDC-UW21082642170/2021		King
13196	USA/WA-CDC-UW21091709681/2021		King
13197	USA/WA-UW-21092859220/2021		King
13198	USA/WA-CDC-UW21053166570/2021		King
13199	USA/WA-S17108/2022		King
13200	USA/WA-S17056/2022		King
13201	USA/WA-UW-21090735730/2021		King
13202	USA/WA-CDC-UW21100992459/2021		King
13203	USA/WA-CDC-UW22010638789/2022		King
13204	USA/WA-S17301/2022		King
13205	USA/WA-CDC-UW21112696228/2021		King
13206	USA/WA-CDC-UW21120196290/2021		King
13207	USA/WA-S17650/2022		King
13208	USA/WA-UW-21111845016/2021		King
13209	USA/WA-UW-21111535585/2021		King
13210	USA/WA-S6909/2021		King
13211	USA/WA-PHL-007112/2021		King
13212	USA/WA-UW-2087/2020		King
13213	USA/WA-UW-21042050230/2021		King
13214	USA/WA-UW-21043039823/2021		King
13215	USA/WA-UW-21043013835/2021		King
13216	USA/WA-CDC-UW21051708357/2021		King
13217	USA/WA-UW-21042742142/2021		King
13218	USA/WA-Altius-ALTCOV-4RD7LVHX3P4UZ5UI/2021		King
13219	USA/WA-Altius-ALTCOV-TBSR5QEXPL7YXLUZ/2021		King
13220	USA/WA-CDC-UW21042768269/2021		King
13221	USA/WA-CDC-UW21042106980/2021		King
13222	USA/WA-Altius-ALTCOV-DOKSL5ALBSUVNERI/2021		King
13223	USA/WA-S14367/2021		King
13224	USA/WA-CDC-UW21091046350/2021		King
13225	USA/WA-S7488/2021		King
13226	USA/WA-UW-21090310031/2021		King
13227	USA/WA-CDC-UW21090998156/2021		King
13228	USA/WA-PHL-003794/2021		King
13229	USA/WA-UW-21052929019/2021		King
13230	USA/WA-S17258/2022		King
13231	USA/WA-UW-21052255154/2021		King
13232	USA/WA-S17079/2022		King
13233	USA/WA-S14423/2021		King
13234	USA/WA-S14410/2021		King
13235	USA/WA-CDC-UW21091877700/2021		King
13236	USA/WA-CDC-UW21091786095/2021		King
13237	USA/WA-UW51/2020		King
13238	USA/WA-UW96/2020		King
13239	USA/WA-PHL-005098/2021		King
13240	USA/WA-S13239/2021		King
13241	USA/WA-S15594/2021		King
13242	USA/WA-CDC-UW21052405852/2021		King
13244	USA/WA-Altius-ALTCOV-EKG3LANNBMVBHYE7/2021		King
13245	USA/WA-CDC-FG-036546/2021		King
13247	USA/WA-Altius-ALTCOV-O6F6OXCWS35E3JBJ/2021		King
13248	USA/WA-CDC-UW21052777645/2021		King
13249	USA/WA-CDC-LC0069146/2021		King
13250	USA/WA-CDC-ATM-WKT43PBH8/2021		King
13251	USA/WA-S9115/2021		King
13252	USA/WA-S8245/2021		King
13253	USA/WA-CDC-UW21051276146/2021		King
13254	USA/WA-Altius-ALTCOV-VGQ7AANEM7HJIXQV/2021		King
13255	USA/WA-Altius-ALTCOV-NP4FGPSTBZX6KUF4/2021		King
13256	USA/WA-UW-21050382051/2021		King
13257	USA/WA-CDC-UW21091789291/2021		King
13258	USA/WA-CDC-UW21051289615/2021		King
13259	USA/WA-CDC-UW21051052920/2021		King
13260	USA/WA-UW-21050564402/2021		King
13261	USA/WA-UW-21050367482/2021		King
13262	USA/WA-Altius-ALTCOV-O6AI2YSGVDWXURXW/2021		King
13263	USA/WA-CDC-LC0013205/2021		King
13264	USA/WA-UW-21042376858/2021		King
13265	USA/WA-UW-21042293451/2021		King
13266	USA/WA-UW-21042383109/2021		King
13267	USA/WA-UW-61680/2021		King
13268	USA/WA-Altius-ALTCOV-UJIR3HMDSJOYM7CV/2021		King
13269	USA/WA-Altius-ALTCOV-BDKXRTY7CEV7WMGS/2021		King
13270	USA/WA-UW-21042085549/2021		King
13271	USA/WA-UW-21042911260/2021		King
13272	USA/WA-UW-21041945607/2021		King
13273	USA/WA-Altius-ALTCOV-SNQMYPYD36S7M4XP/2021		King
13274	USA/WA-Altius-ALTCOV-C753H44H5CLZTDUK/2021		King
13275	USA/WA-UW-21050842850/2021		King
13276	USA/WA-UW-21042832250/2021		King
13277	USA/WA-UW-21042958619/2021		King
13278	USA/WA-Altius-ALTCOV-ETTNOZP7ZQK2JUBN/2021		King
