	strain	Puma	COUNTY
10486	USA/WA-UW-21042269180/2021		King
10487	USA/WA-Altius-ALTCOV-MM3YBCVPTP3OHGDU/2021		King
10489	USA/WA-CDC-UW21060156981/2021		King
10490	USA/WA-S9095/2021		King
10491	USA/WA-Altius-ALTCOV-NHO5U65FPZDZJAGQ/2021		King
10492	USA/WA-CDC-UW21111970419/2021		King
10493	USA/WA-UW-21111527024/2021		King
10494	USA/WA-PHL-006995/2021		King
10495	USA/WA-CDC-UW22010864049/2022		King
10496	USA/WA-S6524/2021		King
10497	USA/WA-Altius-ALTCOV-EPNFPJ5ZYMF77MHJ/2021		King
10498	USA/WA-PHL-005908/2021		King
10499	USA/WA-CDC-UW21110628700/2021		King
10500	USA/WA-S6364/2021		King
10501	USA/WA-UW-21061690059/2021		King
10502	USA/WA-CDC-2-4105846/2020		King
10503	USA/WA-UW-2021040852945/2021		King
10504	USA/WA-CDC-UW21122428881/2021		King
10505	USA/WA-CDC-UW21122775024/2021		King
10506	USA/WA-CDC-UW21122873702/2021		King
10507	USA/WA-CDC-UW21122930661/2021		King
10508	USA/WA-UW-12391/2020		King
10509	USA/WA-CDC-UW21051216922/2021		King
10510	USA/WA-Altius-ALTCOV-KR7NHEHBYOUVBBRP/2021		King
10511	USA/WA-Altius-ALTCOV-JZTWPSHRAI33R7UA/2021		King
10512	USA/WA-UW-21042865363/2021		King
10513	USA/WA-Altius-ALTCOV-6DTER5FFXZ2OJLRP/2021		King
10514	USA/WA-Altius-ALTCOV-F27MIKJJFLXN62XJ/2021		King
10515	USA/WA-CDC-UW21051344009/2021		King
10516	USA/WA-UW-21050166523/2021		King
10517	USA/WA-S8211/2021		King
10518	USA/WA-CDC-UW21050607027/2021		King
10519	USA/WA-CDC-UW21050452448/2021		King
10520	USA/WA-CDC-UW21051405459/2021		King
10521	USA/WA-CDC-UW21050309096/2021		King
10522	USA/WA-UW-21050508345/2021		King
10523	USA/WA-S8229/2021		King
10524	USA/WA-Altius-ALTCOV-CN6WBRPUIC4KRYAH/2021		King
10525	USA/WA-Altius-ALTCOV-I6WS2NHZOQK2RUT6/2021		King
10526	USA/WA-Altius-ALTCOV-3LEVSPISU6LKEVES/2021		King
10527	USA/WA-UW-21090179408/2021		King
10528	USA/WA-Altius-ALTCOV-6UHTAHSXJ3Y53LA5/2021		King
10529	USA/WA-UW-22011043310/2022		King
10530	USA/WA-UW-64830/2021		King
10531	USA/WA-UW-62337/2021		King
10532	USA/WA-UW-21042646736/2021		King
10533	USA/WA-CDC-UW22010464257/2022		King
10534	USA/WA-UW-21042309291/2021		King
10535	USA/WA-UW-21042628572/2021		King
10536	USA/WA-UW-21042124616/2021		King
10537	USA/WA-Altius-ALTCOV-MOXJC5TI24OTFMXR/2021		King
10538	USA/WA-S4684/2020		King
10539	USA/WA-S3300/2020		King
10540	USA/WA-Altius-ALTCOV-4GOH4QPALA4LVYHM/2021		King
10541	USA/WA-CDC-UW21051490756/2021		King
10542	USA/WA-Altius-ALTCOV-4LM2CXPER66CRHSC/2021		King
10543	USA/WA-CDC-UW21090272996/2021		King
10544	USA/WA-S15610/2021		King
10545	USA/WA-S15174/2021		King
10546	USA/WA-S17305/2022		King
10547	USA/WA-CDC-UW22010298970/2022		King
10548	USA/WA-UW-21123151270/2021		King
10549	USA/WA-UW-21123065557/2021		King
10550	USA/WA-S10407/2021		King
10551	USA/WA-UW-21042405399/2021		King
10552	USA/WA-UW-21042492595/2021		King
10553	USA/WA-UW-47284/2020		King
10554	USA/WA-UW-2021040707686/2021		King
10555	USA/WA-S6530/2021		King
10556	USA/WA-UW-2021040982438/2021		King
10557	USA/WA-CDC-UW22010871847/2022		King
10558	USA/WA-UW-45146/2020		King
10559	USA/WA-S6178/2021		King
10560	USA/WA-UW-2021033107566/2021		King
10561	USA/WA-UW-68934/2021		King
10562	USA/WA-UW-2021040595454/2021		King
10563	USA/WA-UW-22010719049/2022		King
10564	USA/WA-CDC-UW22010726352/2022		King
10565	USA/WA-CDC-UW21082666112/2021		King
10566	USA/WA-Altius-ALTCOV-ARCX2NCCSLAELWHR/2021		King
10567	USA/WA-S13547/2021		King
10568	USA/WA-CDC-UW21082024803/2021		King
10569	USA/WA-Altius-ALTCOV-2ZV5BGHIGGCMWCXV/2021		King
10570	USA/WA-CDC-UW21051007904/2021		King
10571	USA/WA-CDC-UW21051353458/2021		King
10572	USA/WA-S4435/2021		King
10573	USA/WA-UW-68543/2021		King
10574	USA/WA-S4233/2021		King
10575	USA/WA-S4455/2021		King
10576	USA/WA-UW-21041494286/2021		King
10577	USA/WA-S16768/2022		King
10578	USA/WA-CDC-UW21082610464/2021		King
10579	USA/WA-CDC-UW21082882024/2021		King
10580	USA/WA-CDC-UW21092168530/2021		King
10581	USA/WA-UW-21092281311/2021		King
10582	USA/WA-CDC-UW22010652507/2022		King
10583	USA/WA-CDC-UW22010642547/2022		King
10584	USA/WA-CDC-UW21090845060/2021		King
10585	USA/WA-CDC-UW21100260670/2021		King
10586	USA/WA-CDC-UW22011026267/2022		King
10587	USA/WA-UW-22011035893/2022		King
10588	USA/WA-UW-2021040604608/2021		King
10589	USA/WA-S10704/2021		King
10590	USA/WA-S4203/2021		King
10591	USA/WA-S10392/2021		King
10592	USA/WA-UW-21050808599/2021		King
10593	USA/WA-S8223/2021		King
10594	USA/WA-S8236/2021		King
10595	USA/WA-UW-21042313565/2021		King
10597	USA/WA-CDC-LC0451200/2021		King
10598	USA/WA-CDC-UW21121966050/2021		King
10599	USA/WA-S5913/2021		King
10600	USA/WA-UW-68073/2021		King
10601	USA/WA-UW-68502/2021		King
10602	USA/WA-UW-2021032906897/2021		King
10603	USA/WA-S5963/2021		King
10604	USA/WA-UW-69652/2021		King
10606	USA/WA-CDC-LC0358280/2021		King
10607	USA/WA-UW-21102866504/2021		King
10608	USA/WA-CDC-UW22010602518/2022		King
10609	USA/WA-CDC-UW21072251972/2021		King
10610	USA/WA-UW-21072201473/2021		King
10611	USA/WA-CDC-LC0209938/2021		King
10612	USA/WA-S13119/2021		King
10613	USA/WA-S13097/2021		King
10614	USA/WA-S13071/2021		King
10615	USA/WA-CDC-UW21090978610/2021		King
10616	USA/WA-PHL-005119/2021		King
10617	USA/WA-CDC-LC0446975/2021		King
10618	USA/WA-CDC-UW21121819774/2021		King
10619	USA/WA-CDC-UW21121827613/2021		King
10620	USA/WA-S15983/2021		King
10621	USA/WA-S16023/2021		King
10622	USA/WA-CDC-UW22011090236/2022		King
10623	USA/WA-UW-22011083469/2022		King
10624	USA/WA-CDC-UW21121529489/2021		King
10625	USA/WA-S17590/2022		King
10626	USA/WA-S16100/2022		King
10627	USA/WA-S16091/2022		King
10628	USA/WA-CDC-UW21102590658/2021		King
10629	USA/WA-CDC-UW21112049294/2021		King
10630	USA/WA-UW-21102108501/2021		King
10631	USA/WA-UW-21100573372/2021		King
10632	USA/WA-S14601/2021		King
10633	USA/WA-UW-21092964611/2021		King
10634	USA/WA-UW-21070981750/2021		King
10635	USA/WA-UW-64633/2021		King
10636	USA/WA-UW-21043039484/2021		King
10637	USA/WA-CDC-UW21050663765/2021		King
10638	USA/WA-S9112/2021		King
10639	USA/WA-CDC-UW21042812193/2021		King
10640	USA/WA-Altius-ALTCOV-U2EJAXYCC34AUXW3/2021		King
10641	USA/WA-CDC-UW21050434399/2021		King
10642	USA/WA-UW-21042945166/2021		King
10643	USA/WA-CDC-UW21082745620/2021		King
10644	USA/WA-CDC-UW21082721743/2021		King
10645	USA/WA-CDC-UW21082890855/2021		King
10646	USA/WA-CDC-LC0252312/2021		King
10647	USA/WA-UW-62656/2021		King
10648	USA/WA-UW-21072617323/2021		King
10649	USA/WA-S10061/2021		King
10650	USA/WA-Altius-ALTCOV-KWTZV2QBFS2KOJU7/2021		King
10651	USA/WA-S10068/2021		King
10652	USA/WA-S3732/2020		King
10653	USA/WA-PHL-005948/2021		King
10654	USA/WA-CDC-UW21121866880/2021		King
10655	USA/WA-CDC-UW21121898346/2021		King
10656	USA/WA-CDC-UW21122098894/2021		King
10657	USA/WA-CDC-UW21121803740/2021		King
10658	USA/WA-CDC-UW21121717766/2021		King
10659	USA/WA-S15832/2021		King
10660	USA/WA-CDC-UW21121986377/2021		King
10661	USA/WA-UW-21122107512/2021		King
10662	USA/WA-CDC-LC0457023/2021		King
10663	USA/WA-CDC-UW21122158854/2021		King
10664	USA/WA-PHL-009684/2021		King
10665	USA/WA-S16004/2021		King
10666	USA/WA-CDC-UW22010617211/2022		King
10667	USA/WA-S15804/2021		King
10668	USA/WA-S16014/2021		King
10669	USA/WA-S6093/2021		King
10670	USA/WA-UW-21042051353/2021		King
10671	USA/WA-CDC-UW21081720415/2021		King
10672	USA/WA-UW-21081216228/2021		King
10673	USA/WA-CDC-UW21101123630/2021		King
10674	USA/WA-CDC-LC0336298/2021		King
10675	USA/WA-CDC-UW21081335035/2021		King
10676	USA/WA-CDC-LC0182129/2021		King
10677	USA/WA-UW-21081109752/2021		King
10678	USA/WA-CDC-UW21081292082/2021		King
10679	USA/WA-CDC-UW21081412807/2021		King
10680	USA/WA-UW-21100938685/2021		King
10681	USA/WA-CDC-UW21081433543/2021		King
10682	USA/WA-PHL-005025/2021		King
10683	USA/WA-CDC-UW21101131334/2021		King
10684	USA/WA-S10589/2021		King
10685	USA/WA-UW-21063054085/2021		King
10686	USA/WA-CDC-UW21062960013/2021		King
10687	USA/WA-CDC-UW21061853056/2021		King
10688	USA/WA-CDC-UW21073037660/2021		King
10689	USA/WA-S9330/2021		King
10690	USA/WA-UW-21063098901/2021		King
10691	USA/WA-CDC-UW21061873035/2021		King
10692	USA/WA-CDC-UW21083058643/2021		King
10693	USA/WA-CDC-UW21052487215/2021		King
10694	USA/WA-CDC-UW21052105358/2021		King
10695	USA/WA-UW-4279/2020		King
10696	USA/WA-UW-4749/2020		King
10697	USA/WA-CDC-LC0471589/2022		King
10698	USA/WA-CDC-LC0471303/2022		King
10699	USA/WA-S16678/2022		King
10700	USA/WA-S16679/2022		King
10701	USA/WA-S16622/2022		King
10702	USA/WA-S1490/2020		King
10703	USA/WA-CDC-UW21111175571/2021		King
10704	USA/WA-CDC-UW21111136326/2021		King
10705	USA/WA-CDC-UW21112951792/2021		King
10706	USA/WA-CDC-UW21111264920/2021		King
10707	USA/WA-CDC-UW21120164585/2021		King
10708	USA/WA-CDC-UW21120294746/2021		King
10709	USA/WA-CDC-UW21120165298/2021		King
10710	USA/WA-S10583/2021		King
10711	USA/WA-Altius-ALTCOV-Y4JSOCJUX23U4SUV/2021		King
10712	USA/WA-CDC-UW21110805298/2021		King
10713	USA/WA-S3471/2020		King
10714	USA/WA-S238/2020		King
10715	USA/WA-S3374/2020		King
10716	USA/WA-CDC-UW21051904807/2021		King
10717	USA/WA-UW-61483/2021		King
10718	USA/WA-S4855/2021		King
10719	USA/WA-S4952/2021		King
10720	USA/WA-UW-21080289519/2021		King
10721	USA/WA-CDC-UW21073090153/2021		King
10722	USA/WA-UW-21080253670/2021		King
10723	USA/WA-CDC-UW21073107760/2021		King
10724	USA/WA-S11258/2021		King
10725	USA/WA-S10614/2021		King
10726	USA/WA-UW-21080301640/2021		King
10727	USA/WA-CDC-UW21073176363/2021		King
10728	USA/WA-S12342/2021		King
10729	USA/WA-UW-21080392621/2021		King
10730	USA/WA-CDC-UW21073128802/2021		King
10731	USA/WA-CDC-UW21073045378/2021		King
10732	USA/WA-PHL-007907/2021		King
10733	USA/WA-PHL-007959/2021		King
10734	USA/WA-UW-21120341419/2021		King
10735	USA/WA-UW-21072470710/2021		King
10736	USA/WA-CDC-UW21120111155/2021		King
10737	USA/WA-UW-21122390081/2021		King
10738	USA/WA-CDC-UW21121314839/2021		King
10739	USA/WA-S3509/2020		King
10740	USA/WA-UW-12364/2020		King
10741	USA/WA-UW-12027/2020		King
10742	USA/WA-UW-4330/2020		King
10743	USA/WA-S289/2020		King
10744	USA/WA-UW-3269/2020		King
10745	USA/WA-UW-2132/2020		King
10746	USA/WA-S421/2020		King
10747	USA/WA-UW-2066/2020		King
10748	USA/WA-S4406/2020		King
10749	USA/WA-S16417/2022		King
10750	USA/WA-S16544/2022		King
10751	USA/WA-S16475/2022		King
10752	USA/WA-PHL-010389/2022		King
10753	USA/WA-UW-11290/2020		King
10754	USA/WA-CDC-LC0451041/2021		King
10755	USA/WA-S15871/2021		King
10756	USA/WA-S15470/2021		King
10757	USA/WA-CDC-LC0002509/2020		King
10758	USA/WA-S3766/2020		King
10759	USA/WA-S3804/2020		King
10760	USA/WA-CDC-UW21121785500/2021		King
10761	USA/WA-S15772/2021		King
10762	USA/WA-CDC-UW21121893968/2021		King
10763	USA/WA-CDC-UW22010204279/2022		King
10764	USA/WA-CDC-UW21062151820/2021		King
10765	USA/WA-Altius-ALTCOV-PZJZQG3QG2KEBIHW/2021		King
10766	USA/WA-CDC-UW21061922049/2021		King
10767	USA/WA-CDC-UW22010238178/2022		King
10768	USA/WA-CDC-UW21123121692/2021		King
10769	USA/WA-CDC-UW21123126594/2021		King
10770	USA/WA-CDC-UW22010195727/2022		King
10771	USA/WA-CDC-UW21100186220/2021		King
10772	USA/WA-S6100/2021		King
10773	USA/WA-UW-2021040706101/2021		King
10774	USA/WA-S6870/2021		King
10775	USA/WA-CDC-UW21100212642/2021		King
10776	USA/WA-CDC-UW21100276880/2021		King
10777	USA/WA-UW-2021040961875/2021		King
10778	USA/WA-CDC-UW21100138029/2021		King
10779	USA/WA-CDC-UW21100286849/2021		King
10780	USA/WA-CDC-UW21100131725/2021		King
10781	USA/WA-CDC-UW21100251654/2021		King
10782	USA/WA-UW-68868/2021		King
10783	USA/WA-UW-2021040103757/2021		King
10784	USA/WA-S6149/2021		King
10785	USA/WA-S6036/2021		King
10786	USA/WA-S5944/2021		King
10787	USA/WA-S2909/2020		King
10788	USA/WA-UW-21071223845/2021		King
10789	USA/WA-UW-21010402395/2021		King
10790	USA/WA-UW-31265/2020		King
10791	USA/WA-CDC-UW22010842454/2022		King
10792	USA/WA-S10045/2021		King
10793	USA/WA-S10053/2021		King
10794	USA/WA-S11847/2021		King
10795	USA/WA-UW-21080723129/2021		King
10796	USA/WA-UW-21080703384/2021		King
10797	USA/WA-CDC-LC0159971/2021		King
10798	USA/WA-UW-21080912563/2021		King
10799	USA/WA-UW-64017/2021		King
10800	USA/WA-S5121/2021		King
10801	USA/WA-PHL-009609/2021		King
10802	USA/WA-CDC-UW21060898879/2021		King
10803	USA/WA-CDC-UW21062402778/2021		King
10804	USA/WA-CDC-LC0078687/2021		King
10805	USA/WA-CDC-UW21061146949/2021		King
10806	USA/WA-Altius-ALTCOV-VE2HJEXIEPZ3NCDR/2021		King
10807	USA/WA-CDC-UW21061420276/2021		King
10808	USA/WA-CDC-UW21071507178/2021		King
10809	USA/WA-S2899/2020		King
10810	USA/WA-UW-1279/2020		King
10811	USA/WA-CDC-UW21091703043/2021		King
10812	USA/WA-S14574/2021		King
10813	USA/WA-UW-21092818315/2021		King
10814	USA/WA-CDC-UW21102008183/2021		King
10815	USA/WA-CDC-UW21102282674/2021		King
10816	USA/WA-CDC-UW21102049768/2021		King
10817	USA/WA-S15786/2021		King
10818	USA/WA-CDC-UW21091057870/2021		King
10819	USA/WA-S3820/2020		King
10820	USA/WA-S17709/2022		King
10821	USA/WA-CDC-UW21091056089/2021		King
10822	USA/WA-CDC-UW21090971034/2021		King
10823	USA/WA-CDC-UW21091158446/2021		King
10824	USA/WA-CDC-UW21101468206/2021		King
10825	USA/WA-UW-2021041323693/2021		King
10826	USA/WA-S15659/2021		King
10827	USA/WA-S9893/2021		King
10828	USA/WA-CDC-UW21092521487/2021		King
10829	USA/WA-UW-21092548087/2021		King
10830	USA/WA-S12927/2021		King
10831	USA/WA-UW-2021040788772/2021		King
10832	USA/WA-UW-2021041456578/2021		King
10833	USA/WA-Altius-ALTCOV-NRPRDWNMIHAULZXZ/2021		King
10834	USA/WA-UW-2021041068642/2021		King
10835	USA/WA-UW-2021041212873/2021		King
10836	USA/WA-UW-2021041003187/2021		King
10837	USA/WA-UW-21041286033/2021		King
10838	USA/WA-CDC-LC0355285/2021		King
10839	USA/WA-UW-21041219562/2021		King
10840	USA/WA-UW-2021041495893/2021		King
10841	USA/WA-S6535/2021		King
10842	USA/WA-S2884/2020		King
10844	USA/WA-CDC-UW21090296083/2021		King
10845	USA/WA-CDC-UW21090373295/2021		King
10846	USA/WA-CDC-UW21090298782/2021		King
10847	USA/WA-CDC-UW21090259654/2021		King
10848	USA/WA-UW-2021041091596/2021		King
10849	USA/WA-UW-45115/2020		King
10850	USA/WA-UW-2021041026887/2021		King
10851	USA/WA-UW-21041599756/2021		King
10852	USA/WA-UW-21081693724/2021		King
10853	USA/WA-CDC-UW21081708980/2021		King
10854	USA/WA-S17801/2022		King
10855	USA/WA-S9010/2021		King
10856	USA/WA-CDC-UW21060762455/2021		King
10857	USA/WA-Altius-ALTCOV-LQFYRGX4XELQ6FVL/2021		King
10858	USA/WA-UW-21060511680/2021		King
10859	USA/WA-CDC-LC0329137/2021		King
10860	USA/WA-UW-21100529951/2021		King
10861	USA/WA-UW-21100556002/2021		King
10862	USA/WA-UW-21100508266/2021		King
10863	USA/WA-S17840/2021		King
10864	USA/WA-S12488/2021		King
10865	USA/WA-CDC-UW21081548229/2021		King
10866	USA/WA-UW-21080957921/2021		King
10867	USA/WA-CDC-UW21081406416/2021		King
10868	USA/WA-CDC-UW21081541526/2021		King
10869	USA/WA-UW-21081657980/2021		King
10870	USA/WA-UW-21112246124/2021		King
10871	USA/WA-UW-21100582764/2021		King
10872	USA/WA-CDC-UW21100185054/2021		King
10873	USA/WA-CDC-UW21090759537/2021		King
10874	USA/WA-UW-21072980978/2021		King
10876	USA/WA-CDC-UW21070723480/2021		King
10877	USA/WA-UW-21072930039/2021		King
10878	USA/WA-Altius-ALTCOV-TLER2XTMVVF4CJH5/2021		King
10879	USA/WA-CDC-UW21091084989/2021		King
10880	USA/WA-PHL-007633/2021		King
10881	USA/WA-UW-65957/2021		King
10882	USA/WA-S3029/2020		King
10883	USA/WA-CDC-UW21101114836/2021		King
10884	USA/WA-CDC-UW21101188505/2021		King
10885	USA/WA-CDC-2-4105744/2020		King
10886	USA/WA-S3317/2020		King
10887	USA/WA-PHL-005118/2021		King
10888	USA/WA-S16979/2022		King
10889	USA/WA-S16857/2022		King
10890	USA/WA-S16941/2022		King
10891	USA/WA-CDC-UW22010835196/2022		King
10892	USA/WA-S16810/2022		King
10893	USA/WA-CDC-UW21090745111/2021		King
10894	USA/WA-UW-21092335590/2021		King
10895	USA/WA-UW-67317/2021		King
10896	USA/WA-UW-67095/2021		King
10897	USA/WA-AG-10113088/2021		King
10898	USA/WA-UW-21041773473/2021		King
10899	USA/WA-CDC-UW21121368194/2021		King
10901	USA/WA-UW-21041746948/2021		King
10902	USA/WA-CDC-LC0068358/2021		King
10903	USA/WA-UW-21052821016/2021		King
10904	USA/WA-UW-21052780411/2021		King
10905	USA/WA-UW-21052918564/2021		King
10906	USA/WA-UW215/2020		King
10907	USA/WA-S16952/2022		King
10908	USA/WA-UW-21080293164/2021		King
10909	USA/WA-S12101/2021		King
10910	USA/WA-S10671/2021		King
10911	USA/WA-S15178/2021		King
10912	USA/WA-CDC-LC0252676/2021		King
10913	USA/WA-CDC-UW21082523225/2021		King
10914	USA/WA-CDC-UW21122730248/2021		King
10915	USA/WA-S15673/2021		King
10916	USA/WA-CDC-UW21090900772/2021		King
10917	USA/WA-CDC-LC0295193/2021		King
10918	USA/WA-S14375/2021		King
10919	USA/WA-CDC-UW21091034031/2021		King
10920	USA/WA-UW-1308/2020		King
10921	USA/WA-S17128/2022		King
10922	USA/WA-UW-2021040306362/2021		King
10923	USA/WA-CDC-UW22010753367/2022		King
10924	USA/WA-Altius-ALTCOV-NNTGWKTOHOUUZ4A5/2021		King
10925	USA/WA-UW-21041427739/2021		King
10926	USA/WA-UW-21102943298/2021		King
10927	USA/WA-S7035/2021		King
10928	USA/WA-UW-21043011043/2021		King
10929	USA/WA-S6345/2021		King
10930	USA/WA-UW-2021040885804/2021		King
10931	USA/WA-UW-21050106693/2021		King
10932	USA/WA-S14318/2021		King
10933	USA/WA-UW-22010256851/2022		King
10934	USA/WA-CDC-UW21121423138/2021		King
10935	USA/WA-PHL-009640/2021		King
10936	USA/WA-CDC-UW21092026934/2021		King
10937	USA/WA-CDC-UW21092023215/2021		King
10938	USA/WA-UW-21091314773/2021		King
10939	USA/WA-UW-1575/2020		King
10940	USA/WA-UW-11664/2020		King
10941	USA/WA-CDC-UW22010117485/2022		King
10942	USA/WA-CDC-UW21123185348/2021		King
10943	USA/WA-CDC-UW21051287006/2021		King
10944	USA/WA-Altius-ALTCOV-OYAXOAQ3QEK3QQQA/2021		King
10945	USA/WA-UW-69279/2021		King
10946	USA/WA-CDC-UW21111084748/2021		King
10947	USA/WA-CDC-UW21110801790/2021		King
10948	USA/WA-UW-65778/2021		King
10949	USA/WA-CDC-UW21111054764/2021		King
10950	USA/WA-CDC-UW21121751488/2021		King
10951	USA/WA-Altius-ALTCOV-CZYU6LQUO5KC2HCN/2021		King
10952	USA/WA-CDC-UW21051228684/2021		King
10953	USA/WA-CDC-UW21051351374/2021		King
10954	USA/WA-UW-21051341521/2021		King
10955	USA/WA-CDC-UW21051727869/2021		King
10956	USA/WA-S15590/2021		King
10957	USA/WA-S4150/2020		King
10958	USA/WA-CDC-2-4105910/2020		King
10959	USA/WA-Altius-ALTCOV-CYHQZBXITXXBDCDL/2021		King
10960	USA/WA-CDC-UW21061213666/2021		King
10961	USA/WA-UW-67170/2021		King
10962	USA/WA-UW-68981/2021		King
10963	USA/WA-CDC-UW21052479565/2021		King
10964	USA/WA-CDC-UW21052402570/2021		King
10965	USA/WA-CDC-UW21052682003/2021		King
10966	USA/WA-S5532/2021		King
10967	USA/WA-UW-21050861701/2021		King
10968	USA/WA-UW-21050736330/2021		King
10969	USA/WA-UW-21050759814/2021		King
10970	USA/WA-S17038/2022		King
10971	USA/WA-CDC-UW22010872233/2022		King
10972	USA/WA-S8256/2021		King
10973	USA/WA-UW-21051047629/2021		King
10974	USA/WA-UW-21050837421/2021		King
10975	USA/WA-UW-21051032589/2021		King
10976	USA/WA-Altius-ALTCOV-TV6GFDGF4VVXTBG2/2021		King
10977	USA/WA-Altius-ALTCOV-COCHG45DWKA65WQY/2021		King
10978	USA/WA-Altius-ALTCOV-KNSDSI6XZISFCFAC/2021		King
10979	USA/WA-S10385/2021		King
10980	USA/WA-UW-21043085445/2021		King
10981	USA/WA-CDC-UW21043093624/2021		King
10982	USA/WA-S8410/2021		King
10983	USA/WA-CDC-UW21051195642/2021		King
10984	USA/WA-UW-21042883215/2021		King
10985	USA/WA-UW-21042829239/2021		King
10986	USA/WA-Altius-ALTCOV-VY3XETDRC3QZCMX2/2021		King
10987	USA/WA-UW-2021040822808/2021		King
10988	USA/WA-UW-2021041585567/2021		King
10989	USA/WA-CDC-LC0265580/2021		King
10990	USA/WA-CDC-UW21060134349/2021		King
10991	USA/WA-CDC-WA-CDC-4139014-001/2021		King
10992	USA/WA-UW-21063011737/2021		King
10993	USA/WA-UW-21062928668/2021		King
10994	USA/WA-Altius-ALTCOV-HBZIWIMRH3WF2PR7/2021		King
10995	USA/WA-S4607/2021		King
10996	USA/WA-S5408/2021		King
10997	USA/WA-S7540/2021		King
10998	USA/WA-UW-21102138263/2021		King
10999	USA/WA-S7449/2021		King
11000	USA/WA-UW-21042461849/2021		King
11001	USA/WA-CDC-UW21102252842/2021		King
11002	USA/WA-UW-21042349877/2021		King
11003	USA/WA-UW-21042618935/2021		King
11004	USA/WA-UW-21042786959/2021		King
11005	USA/WA-UW-21042681535/2021		King
11006	USA/WA-Altius-ALTCOV-2V6727MDTTYVNEE4/2021		King
11007	USA/WA-UW-2021040304394/2021		King
11008	USA/WA-UW-21043007381/2021		King
11009	USA/WA-S6827/2021		King
11010	USA/WA-UW-21043014843/2021		King
11011	USA/WA-Altius-ALTCOV-FWSWRTFQEN272NCE/2021		King
11012	USA/WA-UW-21043039419/2021		King
11013	USA/WA-Altius-ALTCOV-TZ3OOSZV2KH7MXC6/2021		King
11014	USA/WA-Altius-ALTCOV-HEGIXBYCBW4FEOWQ/2021		King
11015	USA/WA-Altius-ALTCOV-YHIQJPUISA3FDHQ3/2021		King
11016	USA/WA-CDC-UW21050337901/2021		King
11017	USA/WA-UW-21042244498/2021		King
11018	USA/WA-UW-21050372118/2021		King
11019	USA/WA-UW-21042215073/2021		King
11020	USA/WA-UW-21042024350/2021		King
11022	USA/WA-Altius-ALTCOV-YKFWHOY4HTEUCNFB/2021		King
11023	USA/WA-Altius-ALTCOV-ZGUJDWQJ2CYB6EHY/2021		King
11024	USA/WA-UW-21042230609/2021		King
11025	USA/WA-UW-21042122647/2021		King
11026	USA/WA-UW-21042289794/2021		King
11027	USA/WA-CDC-UW21090913018/2021		King
11028	USA/WA-S14320/2021		King
11029	USA/WA-UW-21091317638/2021		King
11030	USA/WA-CDC-UW21090951705/2021		King
11031	USA/WA-S12853/2021		King
11032	USA/WA-CDC-UW21090953751/2021		King
11033	USA/WA-CDC-UW21090729154/2021		King
11034	USA/WA-S2721/2020		King
11035	USA/WA-CDC-UW21123077451/2021		King
11036	USA/WA-CDC-UW21123075016/2021		King
11037	USA/WA-UW-21041763088/2021		King
11038	USA/WA-Altius-ALTCOV-TVGVW46AKJZDFLXN/2021		King
11039	USA/WA-CDC-UW21102583318/2021		King
11040	USA/WA-PHL-005679/2021		King
11041	USA/WA-CDC-UW21112302983/2021		King
11042	USA/WA-Altius-ALTCOV-MVYHVFLZGSQERMBF/2021		King
11043	USA/WA-Altius-ALTCOV-GM2K2ZFADECIUVES/2021		King
11044	USA/WA-S8453/2021		King
11045	USA/WA-Altius-ALTCOV-RNZJ4AL35OJ456EN/2021		King
11046	USA/WA-CDC-UW21051960527/2021		King
11047	USA/WA-UW-21042028892/2021		King
11048	USA/WA-UW-21042071479/2021		King
11049	USA/WA-Altius-ALTCOV-BFL2GC7TA57VQTXX/2021		King
11050	USA/WA-JAX-JAX000852/2021		King
11051	USA/WA-CDC-IBX095595336606/2021		King
11052	USA/WA-S3709/2021		King
11053	USA/WA-UW-64813/2021		King
11054	USA/WA-UW-65209/2021		King
11055	USA/WA-UW-62654/2021		King
11056	USA/WA-CDC-LC0172620/2021		King
11057	USA/WA-CDC-UW21071535728/2021		King
11058	USA/WA-UW-11457/2020		King
11059	USA/WA-CDC-LC0034499/2021		King
11060	USA/WA-S18070/2022		King
11061	USA/WA-CDC-UW21092129848/2021		King
11062	USA/WA-S15448/2021		King
